YEAR,TRI_FACILITY_ID,FACILITY_NAME,STREET_ADDRESS,COUNTY,ST,BIA_CODE,TRIBE,FEDERAL_FACILITY,PRIMARY_SIC,SIC_2,SIC_3,SIC_4,SIC_5,SIC_6,PRIMARY_NAICS,NAICS_2,NAICS_3,NAICS_4,NAICS_5,NAICS_6,DOC_CTRL_NUM,CHEMICAL,CAS_#/COMPOUND_ID,CLEAR_AIR_ACT_CHEMICAL,CLASSIFICATION,METAL,METAL_CATEGORY,CARCINOGEN,FORM_TYPE,UNIT_OF_MEASURE,5.1_FUGITIVE_AIR,5.2_STACK_AIR,5.3_WATER,5.4.1_UNDERGROUND_CLASS_I,5.4.2_UNDERGROUND_CLASS_II-V,5.5.1A_RCRA_C_LANDFILLS,5.5.1B_OTHER_LANDFILLS,5.5.2_LAND_TREATMENT,5.5.3_SURFACE_IMPOUNDMENT,5.5.3A_RCRA_C_SURFACE_IMP.,5.5.3B_Other_SURFACE_IMP.,5.5.4_OTHER_DISPOSAL,ON-SITE_RELEASE_TOTAL,6.1_POTW-TRANSFERS_FOR_RELEASE,6.1_POTW-TRANSFERS_FOR_TREATM.,6.1_POTW-TOTAL_TRANSFERS,6.2_M10,6.2_M41,6.2_M62,6.2_M71,6.2_M81,6.2_M82,6.2_M72,6.2_M63,6.2_M66,6.2_M67,6.2_M64,6.2_M65,6.2_M73,6.2_M79,6.2_M90,6.2_M94,6.2_M99,OFF-SITE_RELEASE_TOTAL,6.2_M20,6.2_M24,6.2_M26,6.2_M28,6.2_M93,OFF-SITE_RECYCLED_TOTAL,6.2_M56,6.2_M92,OFF-SITE_RECOVERY_TOTAL,6.2_M40,6.2_M50,6.2_M54,6.2_M61,6.2_M69,6.2_M95,OFF-SITE_TREATED_TOTAL,TOTAL_RELEASES,8.1_RELEASES,8.1A_ON-SITE_CONTAINED_REL.,8.1B_ON-SITE_OTHER_RELEASES,8.1C_OFF-SITE_CONTAINED_REL.,8.1D_OFF-SITE_OTHER_RELEASES,8.2_ENERGY_RECOVERY_ON-SITE,8.3_ENERGY_RECOVERY_OFF-SITE,8.4_RECYCLING_ON-SITE, 8.5_RECYCLING_OFF-SITE,8.6_TREATMENT_ON-SITE,8.7_TREATMENT_OFF-SITE,PROD._WASTE_(8.1_THRU_8.7),8.8_ONE-TIME_RELEASE,8.9_PRODUCTION_RATIO,PARENT_COMPANY_NAME,PARENT_COMPANY_DB_NUMBER,Location 1
01/01/2003 12:00:00 AM,00619CRBBNLUCHE,CARIBBEAN PETROLEUM REFINING LP,30 RD #28 LUCHETTI INDUSTRIAL PARK,BAYAMON,PR,,,NO,2911,2911,5171,,,,424710,424710,,,,,1.30E+12,"BENZO(G,H,I)PERYLENE",191242,YES,PBT,NO,0,YES,R,Pounds,6.07,0,0,0,0,0,0,0,0,0,0,0,6.07,,0,0,,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,0,,,0,0,0,0,6.07,,,6.07,,,,,,,,,6.07,,0.95,CARIBBEAN PETROLEUM CORP,90013475,"(18.418463, -66.137481)"
01/01/2003 12:00:00 AM,00619CRBBNLUCHE,CARIBBEAN PETROLEUM REFINING LP,30 RD #28 LUCHETTI INDUSTRIAL PARK,BAYAMON,PR,,,NO,2911,2911,5171,,,,424710,424710,,,,,1.30E+12,POLYCYCLIC AROMATIC COMPOUNDS,,YES,PBT,NO,0,YES,R,Pounds,44.34,0,0,0,0,0,0,0,0,0,0,0,44.34,,0,0,,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,0,,,0,0,0,0,44.34,,,44.34,,,,,,,,,44.34,,0.95,CARIBBEAN PETROLEUM CORP,90013475,"(18.418463, -66.137481)"
01/01/2003 12:00:00 AM,00708LLLLYSTATE,LILLY DEL CARIBE INC,3080 AVE HOSTOS,MAYAGUEZ,PR,,,NO,2833,2833,,,,,325411,325411,,,,,1.30E+12,"N,N-DIMETHYLFORMAMIDE",68122,YES,TRI,NO,0,YES,R,Pounds,0,19,0,0,0,0,0,0,0,0,0,0,19,,0,0,,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,0,52058,,0,0,0,52058,19,,,19,,,,,,,111103,52058,163180,0,0,ELI LILLY & CO,NA,"(18.264263, -67.159145)"
01/01/2003 12:00:00 AM,00628LLLLY65THI,LILLY DEL CARIBE INC CAROLIN A,430 CALLE FABRIL,CAROLINA,PR,,,NO,2834,2834,,,,,325412,325412,,,,,1.30E+12,"BENZO(G,H,I)PERYLENE",191242,YES,PBT,NO,0,YES,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,0,,,,,,,0,,,,,,0,,,0,0,,0,0,0,0,0,0,,,0,0,0,,,,,,0,0,,0.65,ELI LILLY & CO,6421325,"(18.375196, -65.947647)"
01/01/2003 12:00:00 AM,00628LLLLY65THI,LILLY DEL CARIBE INC CAROLIN A,430 CALLE FABRIL,CAROLINA,PR,,,NO,2834,2834,,,,,325412,325412,,,,,1.30E+12,POLYCYCLIC AROMATIC COMPOUNDS,,YES,PBT,NO,0,YES,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,1.4,,,,,,,1.4,,,,,,0,,,0,0,,0,0,0,0,0,1.4,,,0,1.4,0,,,,,,0,1.4,,0.65,ELI LILLY & CO,6421325,"(18.375196, -65.947647)"
01/01/2003 12:00:00 AM,00612THRMKZENOG,THERMO KING DE PUERTO RICO,517 ZONA INDUSTRIAL,ARECIBO,PR,,,NO,3585,3585,,,,,336391,336391,,,,,1.30E+12,CHROMIUM,7440473,YES,TRI,YES,1,YES,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,0,,3710,,,,3710,,,0,0,,,0,0,0,0,0,,,0,0,,,,,3710,,,3710,,1.39,INGERSOLL-RAND CO,54976795,"(18.45815, -66.746457)"
01/01/2003 12:00:00 AM,00985CPNTS65INF,AKZO NOBEL PAINTS LLC,65TH INFANTRY AVE KM. 13.4,CAROLINA,PR,,,NO,2851,2851,,,,,325510,325510,,,,,1.30E+12,LEAD,7439921,YES,TRI,YES,1,YES,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,15,,,,,,,,,,,,,,,,15,,,0.44,,,0.44,,,0,0,,,0,0,0,0,15,,,0,,15,,,8,0.44,,,23.44,0,1,AKZO NOBEL PAINTS INC.,185492550,"(18.375115, -65.939159)"
01/01/2003 12:00:00 AM,00632CRBBNSTATE,CARIBBEAN ELECTROPLATING INC,869 RD KM 0.5 BO PALMAS,CATANO,PR,,,NO,3471,3471,,,,,332813,332813,,,,,1.30E+12,LEAD,7439921,YES,TRI,YES,1,YES,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,,0.014,,,,,,,,,,,,,,,,,,0,,0.1363,,,,0.1363,,,0,0,,,0,0,0,0,0.014,,,,,0.1503,,,,0.1363,,,0.2866,,0.05,NA,NA,"(18.43102, -66.151738)"
01/01/2003 12:00:00 AM,00979GDNVTSUNOI,BP PRODUCTS NA INC AIR BP DIV LMMI AIRPORT,"AIRPORT FUEL FACILITY BASE MUNIZ, LMMI AIRPORT",CAROLINA,PR,,,NO,5171,5171,,,,,424710,424710,,,,,1.30E+12,BENZENE,71432,YES,TRI,NO,0,YES,R,Pounds,39,18,0,0,0,0,0,0,0,0,0,0,57,,0,0,,,,,,,,,,,,,,,,,,0,,,,,,0,2635,,2635,0,,80,0,0,0,80,57,,,57,,,,2635,,,,80,2772,,0.92,BP PRODUCTS NA INC,513435301,"(18.440278, -65.998333)"
01/01/2003 12:00:00 AM,00965PCKGNAMELI,ROCKTENN PUERTO RICO INC,AMELIA INDUSTRIAL PARK RD 165 KM 1.0,GUAYNABO,PR,,,NO,2653,2653,,,,,322211,322211,,,,,1.30E+12,"BENZO(G,H,I)PERYLENE",191242,YES,PBT,NO,0,YES,R,Pounds,0,0.000463,0,0,0,0,0,0,0,0,0,0,0.000463,,0,0,,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,0,,,0,0,0,0,0.000463,,,0.000463,,,,,,,,,0.000463,,,ROCK TENN CO,3289725,"(18.420833, -66.111944)"
01/01/2003 12:00:00 AM,00965PCKGNAMELI,ROCKTENN PUERTO RICO INC,AMELIA INDUSTRIAL PARK RD 165 KM 1.0,GUAYNABO,PR,,,NO,2653,2653,,,,,322211,322211,,,,,1.30E+12,POLYCYCLIC AROMATIC COMPOUNDS,,YES,PBT,NO,0,YES,R,Pounds,0,0.003,0,0,0,0,0,0,0,0,0,0,0.003,,0,0,,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,0,,,0,0,0,0,0.003,,,0.003,,,,,,,,,0.003,,,ROCK TENN CO,3289725,"(18.420833, -66.111944)"
01/01/2003 12:00:00 AM,00771CTLRH50JES,EATON CORP LAS PIEDRAS,CARRETERA 183 KM 20.3,LAS PIEDRAS,PR,,,NO,3629,3629,,,,,335313,335313,,,,,1.30E+12,STYRENE,100425,YES,TRI,NO,0,YES,R,Pounds,4000,0,0,0,0,0,0,0,0,0,0,0,4000,,0,0,,,,,,,,,,,,,,,,,,0,,,400,,,400,,,0,0,,,0,0,0,0,4000,,,,,,,,,395,,,395,,,EATON CORP,144838419,"(18.176389, -65.873889)"
01/01/2003 12:00:00 AM,00753CRBGPELRET,GE INDUSTRIAL OF PUERTO RICO LLC,EL RETIRO INDUSTRIAL PARK CALLE B,SAN GERMAN,PR,,,NO,3613,3613,,,,,335313,335313,,,,,1.30E+12,STYRENE,100425,YES,TRI,NO,0,YES,R,Pounds,18334,0,0,0,0,0,0,0,0,0,0,0,18334,,0,0,,,,,,,,,,,,,,,,,,0,,,0,,,0,,,0,0,,,0,0,0,0,18334,,,18000,,,,,,0,,,18000,,1.07,GENERAL ELECTRIC CO (GE CO),1367960,"(18.075983, -67.026226)"
01/01/2003 12:00:00 AM,00617PFZRPHIGHW,PFIZER PHARMACEUTICALS LLC,HWY #2 KM 58.2,BARCELONETA,PR,,,NO,2834,2834,,,,,325412,325412,,,,,1.30E+12,DICHLOROMETHANE,75092,YES,TRI,NO,0,YES,R,Pounds,1600,5300,0,0,0,0,0,0,0,0,0,0,6900,,500,0,,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,0,89000,55300,35620,0,0,179920,6900,,,6900,,,,,,,,180000,186900,300,1.05,PFIZER INC,1326495,"(18.432819, -66.571055)"
01/01/2003 12:00:00 AM,00617PFZRPHIGHW,PFIZER PHARMACEUTICALS LLC,HWY #2 KM 58.2,BARCELONETA,PR,,,NO,2834,2834,,,,,325412,325412,,,,,1.30E+12,"N,N-DIMETHYLFORMAMIDE",68122,YES,TRI,NO,0,YES,R,Pounds,0,2,0,0,0,0,0,0,0,0,0,0,2,,200,0,,,,,,,,,,,,,,,,,,0,,,,,,0,38000,,38000,0,86000,,0,0,0,86000,2,,,2,,,,38000,,,,86200,124202,30,1.58,PFIZER INC,1326495,"(18.432819, -66.571055)"
01/01/2003 12:00:00 AM,00617PFZRPHIGHW,PFIZER PHARMACEUTICALS LLC,HWY #2 KM 58.2,BARCELONETA,PR,,,NO,2834,2834,,,,,325412,325412,,,,,1.30E+12,POLYCYCLIC AROMATIC COMPOUNDS,,YES,PBT,NO,0,YES,R,Pounds,0,1.7,0,0,0,0,0,0,0,0,0,0,1.7,,0,0,,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,0,,,0,0,0,0,1.7,,,1.7,,,,,,,,,1.7,,1.01,PFIZER INC,1326495,"(18.432819, -66.571055)"
01/01/2003 12:00:00 AM,00674SFTYKKM510,"SAFETY-KLEEN ENVIROSYSTEM CO OF PUERTO RICO,INC.",HWY #2 KM. 51,MANATI,PR,,,NO,7389,7389,,,,,562112,562112,,,,,1.30E+12,DICHLOROMETHANE,75092,YES,TRI,NO,0,YES,R,Pounds,8230.6,93.8,0,0,0,0,0,0,0,0,0,0,8324.4,,0,0,,,,,,,,,,,,,,,,,,0,1877056,,,,,1877056,2569417.59,,2569417.59,0,,,3244812.4,0,0,3244812.4,8324.4,,,8324.4,,,,2569417.59,3598432,1966016,2132.25,3244812.4,11389134.64,,0.95,SAFETY-KLEEN CORP,53976551,"(18.430874, -66.506619)"
01/01/2003 12:00:00 AM,00674SFTYKKM510,"SAFETY-KLEEN ENVIROSYSTEM CO OF PUERTO RICO,INC.",HWY #2 KM. 51,MANATI,PR,,,NO,7389,7389,,,,,562112,562112,,,,,1.30E+12,POLYCYCLIC AROMATIC COMPOUNDS,,YES,PBT,NO,0,YES,R,Pounds,0,138.27,0,0,0,0,0,0,0,0,0,0,138.27,,0,0,,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,0,,,0,0,0,0,138.27,,,138.27,,,,,,,,,138.27,,0.76,SAFETY-KLEEN CORP,53976551,"(18.430874, -66.506619)"
01/01/2003 12:00:00 AM,00674SFTYKKM510,"SAFETY-KLEEN ENVIROSYSTEM CO OF PUERTO RICO,INC.",HWY #2 KM. 51,MANATI,PR,,,NO,7389,7389,,,,,562112,562112,,,,,1.30E+12,STYRENE,100425,YES,TRI,NO,0,YES,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,0,,,0,0,0,0,0,,,,,,,,71918.2,,,,71918.2,,0,SAFETY-KLEEN CORP,53976551,"(18.430874, -66.506619)"
01/01/2003 12:00:00 AM,00603HWLTTSTATE,HEWLETT-PACKARD CARIBE BV SITE,HWY 110 N KM 5.1,AGUADILLA,PR,,,NO,3571,3571,,,,,334111,334111,,,,,1.30E+12,LEAD,7439921,YES,TRI,YES,1,YES,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,0,,27971,,,,27971,,,0,0,,,0,0,0,0,0,,,,,,,,,27971,,,27971,,0.87,HEWLETT-PACKARD CO,9122532,"(18.486887, -67.111292)"
01/01/2003 12:00:00 AM,00731PRLSSFIRMD,PEERLESS OIL & CHEMICALS INC,"HWY 127, KM.17.1",PENUELAS,PR,,,NO,2911,2911,,,,,424710,424710,,,,,1.30E+12,BENZENE,71432,YES,TRI,NO,0,YES,R,Pounds,1672,1646,0,0,0,0,0,0,0,0,0,0,3318,,0,0,,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,0,,,0,0,0,0,3318,,,3318,,,,,,,,,3318,0,0.68,PEERLESS OIL & CHEMICALS INC,NA,"(17.988022, -66.747952)"
01/01/2003 12:00:00 AM,00701DPNTLHIGHW,DU PONT ELECTRONICS MICROCIRCU ITS INDUSTRIES LTD (PART),HWY 686 KM 2.3,MANATI,PR,,,NO,3399,3399,,,,,334413,334413,,,,,1.30E+12,FORMALDEHYDE,50000,YES,TRI,NO,0,YES,R,Pounds,0,452.48,0,0,0,0,0,0,0,0,0,0,452.48,,0,0,,,,,,,,,,,,,,,2366.9594,,,2366.9594,,,,,,0,,,0,0,287.9993,,12523.9,0,0,12811.8993,2819.4394,,,452.48,,2366.73,,,,,,12812.09,15631.3,,0.88,E I DU PONT DE NEMOURS & CO,1315704,"(18.4495, -66.4702)"
01/01/2003 12:00:00 AM,00636MRSNPDORAD,EMERSON PUERTO RICO INC,HWY 693 KM 73 DORADO INDUSTRIAL PARK,DORADO,PR,,,NO,3629,3629,,,,,335999,335999,,,,,1.30E+12,LEAD,7439921,YES,TRI,YES,1,YES,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,0,,,0,0,0,0,0,,,,,,,,,,,,0,,0.94,EMERSON ELECTRIC CO,6269633,"(18.465941, -66.292768)"
01/01/2003 12:00:00 AM,00762WNSLLKM11R,UNITED CARIBEAN CONTAINER LTD,KM 11 RD 690,VEGA ALTA,PR,,,NO,3221,3221,,,,,327213,327213,,,,,1.30E+12,POLYCYCLIC AROMATIC COMPOUNDS,,YES,PBT,NO,0,YES,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,0,,,0,0,0,0,0,,,0,,,,,,,,,0,0,0.91,UNITED CARIBEAN CONTAINER LTD,864381983,"(18.43416, -66.33388)"
01/01/2003 12:00:00 AM,00785SPRTRKM142,AES PUERTO RICO LP,"KM 142, RD #3 BO. JOBOS",GUAYAMA,PR,,,NO,4911,4911,,,,,221112,221112,,,,,1.30E+12,"BENZO(G,H,I)PERYLENE",191242,YES,PBT,NO,0,YES,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,0,,,,0,,,,,,0,,,0,0,,,0,0,0,0,0,,,0,,0,,,,,,,0,,2.91,AES CORP,43857812,"(17.9451, -66.1503)"
01/01/2003 12:00:00 AM,00785SPRTRKM142,AES PUERTO RICO LP,"KM 142, RD #3 BO. JOBOS",GUAYAMA,PR,,,NO,4911,4911,,,,,221112,221112,,,,,1.30E+12,POLYCYCLIC AROMATIC COMPOUNDS,,YES,PBT,NO,0,YES,R,Pounds,0,1.7,0,0,0,0,0,0,0,0,0,0,1.7,,0,0,,,,,,,,,,,,,,0,,,,0,,,,,,0,,,0,0,,,0,0,0,0,1.7,,,1.7,,0,,,,,,,1.7,,2.91,AES CORP,43857812,"(17.9451, -66.1503)"
01/01/2003 12:00:00 AM,00936SNJNCKM267,ESSROC SAN JUAN INC,KM 26.7 STATE HWY #2,DORADO,PR,,,NO,3241,3241,,,,,327310,327310,,,,,1.30E+12,CHROMIUM,7440473,YES,TRI,YES,1,YES,A,Pounds,,,,,,,,,0,,,,0,,,0,,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,0,,,0,0,0,0,0,,,,,,,,,,,,0,,,ESSROC CEMENT CORP,NA,"(18.4, -66.3065)"
01/01/2003 12:00:00 AM,00603SYMMTLAMNT,SYMMETRICON PUERTO RICO LIMITED,LA MONTAÄÂA INDUSTRIAL PARK ST B LOT 52,AGUADILLA,PR,,,NO,3661,3661,,,,,334210,334210,,,,,1.30E+12,LEAD,7439921,YES,TRI,YES,1,YES,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,0,,4051,,,,4051,,,0,0,,,0,0,0,0,0,,,,,,,,,4051,,,4051,,0,SYMMETRICON INC,8248593,"(18.456388, -67.138333)"
01/01/2003 12:00:00 AM,00735SNVYNLAKEC,U.S. NAVY NAVAL STATION ROOSEVELT ROADS SMALL ARMS RANGE,LAKE CHAMBERLAIN RD,CEIBA,PR,,,YES,9711,9711,,,,,928110,928110,,,,,1.30E+12,LEAD,7439921,YES,TRI,YES,1,YES,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,2819.7,2819.7,,,0,,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,0,,,0,0,0,0,2819.7,,,2819.7,,,,,,,,,2819.7,0,1,US DEPARTMENT OF DEFENSE,NA,"(18.242103, -65.639031)"
01/01/2003 12:00:00 AM,00605SLCTRLOT10,SOLECTRON PUERTO RICO AGUADILLA PLANT,LOT 10 & 12 MONTANA INDUSTRIAL RD 459 KM 0.6,AGUADILLA,PR,,,NO,3672,3672,,,,,334412,334412,,,,,1.30E+12,LEAD,7439921,YES,TRI,YES,1,YES,R,Pounds,0,6,0,0,0,0,0,0,0,0,0,0,6,0,,0,,,,,,,,,,,,,,,,,,0,,4950,,,,4950,,,0,0,,,0,0,0,0,6,,,6,,0,,,,4950,,,4956,,1,SOLECTRON INTERNATIONAL,843723284,"(18.44916, -67.14305)"
01/01/2003 12:00:00 AM,00937SSLMMLUISM,LMM AIRPORT PLANT,LUIS MUNOZ MARIN INT. AIRPORT MUNIZ AIR BASE AREA,CAROLINA,PR,,,NO,5171,5171,,,,,424710,424710,,,,,1.30E+12,BENZENE,71432,YES,TRI,NO,0,YES,R,Pounds,3.7,33.3,0,0,0,0,0,0,0,0,0,0,37,,0,0,,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,0,,,0,0,0,0,37,,,37,,,,,,,,,37,,0,TOTAL HOLDINGS USA INC,90432527,"(18.439444, -66.005836)"
01/01/2003 12:00:00 AM,00680MYGZGMALEC,MAYAGUEZ GAS TURBINES POWER PL ANT,MALECON AVE,MAYAGUEZ,PR,,,NO,4911,4911,,,,,221112,221112,,,,,1.30E+12,POLYCYCLIC AROMATIC COMPOUNDS,,YES,PBT,NO,0,YES,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,0,,,0,0,0,0,0,,,0,,,,,,,,,0,0,1.31,PUERTO RICO ELECTRIC POWER AUTHORITY,90034703,"(18.219212, -67.159515)"
01/01/2003 12:00:00 AM,00920PRPSNMERCA,PREPA - SAN JUAN STEAM PLANT,MERCADO CENTRAL AVE ZONA PORTUARIA RD PR-28,SAN JUAN,PR,,,NO,4911,4911,,,,,221112,221112,,,,,1.30E+12,"BENZO(G,H,I)PERYLENE",191242,YES,PBT,NO,0,YES,R,Pounds,0,0.23,0.8,0,0,0,0,0,0,0,0,0,1.03,,0,0,,,,,,,,,,,,,0,,,,,0,,,,,,0,,,0,0,,,0,0,0,0,1.03,,,1.03,,0,,,,,,,1.03,0,0.77,PUERTO RICO ELECTRIC POWER AUTHORITY,90034703,"(18.428003, -66.106833)"
01/01/2003 12:00:00 AM,00920PRPSNMERCA,PREPA - SAN JUAN STEAM PLANT,MERCADO CENTRAL AVE ZONA PORTUARIA RD PR-28,SAN JUAN,PR,,,NO,4911,4911,,,,,221112,221112,,,,,1.30E+12,POLYCYCLIC AROMATIC COMPOUNDS,,YES,PBT,NO,0,YES,R,Pounds,0,1.7,0.8,0,0,0,0,0,0,0,0,0,2.5,,0,0,,,,,,,,,,,,,0,,,,,0,,,,,,0,,,0,0,,,0,0,0,0,2.5,,,2.5,,0,,,,,,,2.5,0,0.77,PUERTO RICO ELECTRIC POWER AUTHORITY,90034703,"(18.428003, -66.106833)"
01/01/2003 12:00:00 AM,00619CTNGS85EST,COATINGS INC CO,MINILLAS INDUSTRIAL PARK 404 E ST,BAYAMON,PR,,,NO,3999,3999,,,,,323122,323122,,,,,1.30E+12,POLYCYCLIC AROMATIC COMPOUNDS,,YES,PBT,NO,0,YES,R,Pounds,0,0.001,0,0,0,0,0,0,0,0,0,0,0.001,,0,0,,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,0,,,0,0,0,0,0.001,,,0.001,,,,,,,,,0.001,,1.01,NA,NA,"(18.374394, -66.139889)"
01/01/2003 12:00:00 AM,00701DPNTGHIGHW,DUPONT AGRICULTURAL CARIBE INDUSTRIES LTD (PART),"P.R. RD NO. 686, KM. 2.3",MANATI,PR,,,NO,2879,2879,,,,,325320,325320,,,,,1.30E+12,FORMALDEHYDE,50000,YES,TRI,NO,0,YES,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,,1002,0,,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,0,,,0,0,0,0,0,,,,,,,,,,11521,1002,12523,,0.88,E I DU PONT DE NEMOURS & CO,NA,"(18.4572, -66.47)"
01/01/2003 12:00:00 AM,00768SRTRSROAD1,SARTORIUS STEDIM FILTERS INC,PR # 128 INT PR # 372 BARRIADA LLUVERAS,YAUCO,PR,,,NO,2821,2821,,,,,325221,325221,,,,,1.30E+12,DICHLOROMETHANE,75092,YES,TRI,NO,0,YES,R,Pounds,51300,12440,0,0,0,0,0,0,0,0,0,0,63740,,0,0,,,,,,,,,,,,,,,,,,0,,,,,,0,39800,,39800,0,,,0,0,0,0,63740,,,63740,,,,39800,200000,,,,303540,0,0.34,SARTORIUS STEDIM BIOTECH,49532807,"(18.03085, -66.859251)"
01/01/2003 12:00:00 AM,00784PRPJBPR03K,PREPA-JOBOS GAS TURBINES POWER PLANT,PR-03 KM 1422,GUAYAMA,PR,,,NO,4911,4911,,,,,221119,221119,,,,,1.30E+12,POLYCYCLIC AROMATIC COMPOUNDS,,YES,PBT,NO,0,YES,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,0,,,0,0,0,0,0,,,0,,,,,,,,,0,0,1.31,PUERTO RICO ELECTRIC POWER AUTHORITY,90034703,"(17.965458, -66.132009)"
01/01/2003 12:00:00 AM,00751PRPGRPRO3K,PREPA - AGUIRRE POWER GENERATI ON COMPLEX,PR-03 KM 152.7 BO. MONTESORRIA AGUIRRE,SALINAS,PR,,,NO,4911,4911,,,,,221112,221112,,,,,1.30E+12,"BENZO(G,H,I)PERYLENE",191242,YES,PBT,NO,0,YES,R,Pounds,0,0.64,2.7,0,0,0,0,0,0,0,0,0,3.34,,0,0,,,,,,,,,,,,,0,,,,,0,,,,,,0,,,0,0,,,0,0,0,0,3.34,,,3.3,,0,,,,,,,3.3,0,0.79,PUERTO RICO ELECTRIC POWER AUTHORITY,90034703,"(17.946363, -66.233516)"
01/01/2003 12:00:00 AM,00751PRPGRPRO3K,PREPA - AGUIRRE POWER GENERATI ON COMPLEX,PR-03 KM 152.7 BO. MONTESORRIA AGUIRRE,SALINAS,PR,,,NO,4911,4911,,,,,221112,221112,,,,,1.30E+12,POLYCYCLIC AROMATIC COMPOUNDS,,YES,PBT,NO,0,YES,R,Pounds,0,4.7,5,0,0,0,0,0,0,0,0,0,9.7,,0,0,,,,,,,,,,,,,0,,,,,0,,,,,,0,,,0,0,,,0,0,0,0,9.7,,,9.7,,0,,,,,,,9.7,0,0.79,PUERTO RICO ELECTRIC POWER AUTHORITY,90034703,"(17.946363, -66.233516)"
01/01/2003 12:00:00 AM,00735PRPDGPR03K,PREPA-DAGUAO GAS TURBINES POWE R PLANT,PR-03 KM 583,CEIBA,PR,,,NO,4911,4911,,,,,221112,221112,,,,,1.30E+12,POLYCYCLIC AROMATIC COMPOUNDS,,YES,PBT,NO,0,YES,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,0,,,0,0,0,0,0,,,0,,,,,,,,,0,0,1.31,PUERTO RICO ELECTRIC POWER AUTHORITY,90034703,"(18.241, -65.6591)"
01/01/2003 12:00:00 AM,00617THPJHHIGHW,PFIZER PHARMACEUTICALS LLC - ARECIBO,"PR-2,  KM 600",ARECIBO,PR,,,NO,2834,2834,,,,,325412,325412,,,,,1.30E+12,"N,N-DIMETHYLFORMAMIDE",68122,YES,TRI,NO,0,YES,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,,9960,0,,,,,,,,,,,,,,,,,,0,,,,,,0,,367639,367639,0,,,0,0,0,0,0,,,0,,,0,367639,,,0,9960,377599,,0.8,PFIZER INC,1326495,"(18.4292, -66.5901)"
01/01/2003 12:00:00 AM,00791PRPYBPR03K,PREPA-YABUCOA GAS TURBINES POW ER PLANT,PR-03 KM 865,HUMACAO,PR,,,NO,4911,4911,,,,,221119,221119,,,,,1.30E+12,POLYCYCLIC AROMATIC COMPOUNDS,,YES,PBT,NO,0,YES,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,0,,,0,0,0,0,0,,,0,,,,,,,,,0,0,1.31,PUERTO RICO ELECTRIC POWER AUTHORITY,90034703,"(18.101111, -65.828333)"
