YEAR,TRI_FACILITY_ID,FACILITY_NAME,STREET_ADDRESS,COUNTY,ST,BIA_CODE,TRIBE,FEDERAL_FACILITY,PRIMARY_SIC,SIC_2,SIC_3,SIC_4,SIC_5,SIC_6,PRIMARY_NAICS,NAICS_2,NAICS_3,NAICS_4,NAICS_5,NAICS_6,DOC_CTRL_NUM,CHEMICAL,CAS_#/COMPOUND_ID,CLEAR_AIR_ACT_CHEMICAL,CLASSIFICATION,METAL,METAL_CATEGORY,CARCINOGEN,FORM_TYPE,UNIT_OF_MEASURE,5.1_FUGITIVE_AIR,5.2_STACK_AIR,5.3_WATER,5.4.1_UNDERGROUND_CLASS_I,5.4.2_UNDERGROUND_CLASS_II-V,5.5.1A_RCRA_C_LANDFILLS,5.5.1B_OTHER_LANDFILLS,5.5.2_LAND_TREATMENT,5.5.3_SURFACE_IMPOUNDMENT,5.5.3A_RCRA_C_SURFACE_IMP.,5.5.3B_Other_SURFACE_IMP.,5.5.4_OTHER_DISPOSAL,ON-SITE_RELEASE_TOTAL,6.1_POTW-TRANSFERS_FOR_RELEASE,6.1_POTW-TRANSFERS_FOR_TREATM.,6.1_POTW-TOTAL_TRANSFERS,6.2_M10,6.2_M41,6.2_M62,6.2_M71,6.2_M81,6.2_M82,6.2_M72,6.2_M63,6.2_M66,6.2_M67,6.2_M64,6.2_M65,6.2_M73,6.2_M79,6.2_M90,6.2_M94,6.2_M99,OFF-SITE_RELEASE_TOTAL,6.2_M20,6.2_M24,6.2_M26,6.2_M28,6.2_M93,OFF-SITE_RECYCLED_TOTAL,6.2_M56,6.2_M92,OFF-SITE_RECOVERY_TOTAL,6.2_M40,6.2_M50,6.2_M54,6.2_M61,6.2_M69,6.2_M95,OFF-SITE_TREATED_TOTAL,TOTAL_RELEASES,8.1_RELEASES,8.1A_ON-SITE_CONTAINED_REL.,8.1B_ON-SITE_OTHER_RELEASES,8.1C_OFF-SITE_CONTAINED_REL.,8.1D_OFF-SITE_OTHER_RELEASES,8.2_ENERGY_RECOVERY_ON-SITE,8.3_ENERGY_RECOVERY_OFF-SITE,8.4_RECYCLING_ON-SITE, 8.5_RECYCLING_OFF-SITE,8.6_TREATMENT_ON-SITE,8.7_TREATMENT_OFF-SITE,PROD._WASTE_(8.1_THRU_8.7),8.8_ONE-TIME_RELEASE,8.9_PRODUCTION_RATIO,PARENT_COMPANY_NAME,PARENT_COMPANY_DB_NUMBER,Location 1
01/01/2005 12:00:00 AM,00692CRBGNSTATE,GE INDUSTRIAL OF PR LLC,STATE RD # 2 KM. 30.1,VEGA ALTA,PR,,,NO,3625,3625,,,,,335311,335311,,,,,1.31E+12,LEAD,7439921,YES,TRI,YES,1,YES,R,Pounds,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,0,,,,,,,,,,,,,,,,,,0,,6700,,,,6700,,,0,0,,,0,0,0,0,1,,,1,,,,,,6700,,,6701,0,1.04,GENERAL ELECTRIC CO (GE CO),1367960,"(18.414392, -66.322947)"
01/01/2005 12:00:00 AM,00920PRPSNMERCA,PREPA - SAN JUAN STEAM PLANT,MERCADO CENTRAL AVE ZONA PORTUARIA RD PR-28,SAN JUAN,PR,,,NO,4911,4911,,,,,221112,221112,,,,,1.31E+12,"BENZO(G,H,I)PERYLENE",191242,YES,PBT,NO,0,YES,R,Pounds,0,0.4,0,0,0,0,0,0,0,0,0,0,0.4,,0,0,,,,,,,,,,,,,0,,,,,0,,,,,,0,,,0,0,,,0,0,0,0,0.4,,,0.4,,0,,,,,,,0.4,0,1.07,PUERTO RICO ELECTRIC POWER AUTHORITY,90034703,"(18.428003, -66.106833)"
01/01/2005 12:00:00 AM,00617THPJHHIGHW,PFIZER PHARMACEUTICALS LLC - ARECIBO,"PR-2,  KM 600",ARECIBO,PR,,,NO,2834,2834,,,,,325412,325412,,,,,1.31E+12,DICHLOROMETHANE,75092,YES,TRI,NO,0,YES,R,Pounds,1387,278,0,0,0,0,0,0,0,0,0,0,1665,,0,0,,,,,,,,,,,,,,,,,,0,2878865,,,,,2878865,,,0,0,,3238034,0,0,0,3238034,1665,,,1665,,,,,,2878865,695047,3238034,6813611,,1.49,PFIZER INC,1326495,"(18.4292, -66.5901)"
01/01/2005 12:00:00 AM,00617BRSTLSTATE,BRISTOL-MYERS SQUIBB MANUFACTU RING CO,STATE RD # 2 KM 54.6,BARCELONETA,PR,,,NO,2834,2834,NA,,,,325412,325412,,,,,1.31E+12,POLYCYCLIC AROMATIC COMPOUNDS,,YES,PBT,NO,0,YES,R,Pounds,0,0.05,0,0,0,0,0,0,0,0,0,0,0.05,,6.27,0,,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,0,,,0,0,0,0,0.05,,,0.05,,,,,,,,6.27,6.32,,0.97,BRISTOL-MYERS SQUIBB CO,1288497,"(18.430132, -66.563955)"
01/01/2005 12:00:00 AM,00630TCHRFRD3KM,TECH AEROFOAM PRODUCTS INTERNATIONAL INC,STATE RD PR-3  KM 127,CAROLINA,PR,,,NO,3086,3086,,,,,326150,326150,,,,,1.31E+12,DICHLOROMETHANE,75092,YES,TRI,NO,0,YES,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,0,,,0,0,0,0,0,,,0,,,,,,,,,0,,0.83,TECH AEROFOAM PRODUCTS INTERNATIONAL INC,83602326,"(18.373889, -65.941111)"
01/01/2005 12:00:00 AM,00628LLLLY65THI,LILLY DEL CARIBE INC CAROLIN A,430 CALLE FABRIL,CAROLINA,PR,,,NO,2834,2834,,,,,325412,325412,,,,,1.31E+12,"BENZO(G,H,I)PERYLENE",191242,YES,PBT,NO,0,YES,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,0,,,,,,,0,,,,,,0,,,0,0,,0,0,0,0,0,0,,,0,0,,,,,,,0,0,0,0.6,ELI LILLY & CO,6421325,"(18.375196, -65.947647)"
01/01/2005 12:00:00 AM,00757SNDSTRD537,HAMILTON SUNDSTRAND DE PUERTO RICO INC,RD 538 KM 0.7 FELICIA INDUSTRIAL PARK,SANTA ISABEL,PR,,,NO,3728,3728,3679,3677,3621,,336413,336413,,,,,1.31E+12,LEAD,7439921,YES,TRI,YES,1,YES,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,467.6,,467.6,,4808.4,,,,4808.4,,,0,0,,,0,0,0,0,467.6,,,0,,467.6,,,,4808,,,5275.6,0,1.25,UNITED TECHNOLOGIES CORP,71767344,"(17.960035, -66.405047)"
01/01/2005 12:00:00 AM,00655YRSTWSTATE,PFIZER PHARMACEUTICALS,STATE RD # 3 KM 142.1,GUAYAMA,PR,,,NO,2834,2834,,,,,325412,325412,,,,,1.31E+12,DICHLOROMETHANE,75092,YES,TRI,NO,0,YES,R,Pounds,8300,0,0,0,0,0,0,0,0,0,0,0,8300,,0,0,,,,,,,,,,,,,,,,,,0,,,,,,0,,638177,638177,0,,,0,0,0,0,8300,,,8300,,,,638177,,,,,646477,,0,PFIZER INC,90346909,"(17.9668, -66.1472)"
01/01/2005 12:00:00 AM,00920PRPSNMERCA,PREPA - SAN JUAN STEAM PLANT,MERCADO CENTRAL AVE ZONA PORTUARIA RD PR-28,SAN JUAN,PR,,,NO,4911,4911,,,,,221112,221112,,,,,1.31E+12,POLYCYCLIC AROMATIC COMPOUNDS,,YES,PBT,NO,0,YES,R,Pounds,0,2.7,0,0,0,0,0,0,0,0,0,0,2.7,,0,0,,,,,,,,,,,,,0,,,,,0,,,,,,0,,,0,0,,,0,0,0,0,2.7,,,2.7,,0,,,,,,,2.7,0,1.07,PUERTO RICO ELECTRIC POWER AUTHORITY,90034703,"(18.428003, -66.106833)"
01/01/2005 12:00:00 AM,00701RCHPRSTATE,PATHEON PUERTO RICO INC,STATE RD 670 KM 2.7,MANATI,PR,,,NO,2834,2834,,,,,325412,325412,,,,,1.31E+12,DICHLOROMETHANE,75092,YES,TRI,NO,0,YES,R,Pounds,5,932,0,0,0,0,0,0,0,0,0,0,937,,5,0,,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,0,58302,,0,0,0,58302,937,,,932,,,,,,,,58302,59234,,0,PATHEON INC,660429210,"(18.4305, -66.4666)"
01/01/2005 12:00:00 AM,00617THPJHHIGHW,PFIZER PHARMACEUTICALS LLC - ARECIBO,"PR-2,  KM 600",ARECIBO,PR,,,NO,2834,2834,,,,,325412,325412,,,,,1.31E+12,POLYCYCLIC AROMATIC COMPOUNDS,,YES,PBT,NO,0,YES,R,Pounds,0.008105,0.02569,0,0,0,0,0,0,0,0,0,0,0.033795,,0,0,,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,0,,,0,0,0,0,0.033795,,,0.033795,,,,,,,0,0,0.033795,,1.52,PFIZER INC,1326495,"(18.4292, -66.5901)"
01/01/2005 12:00:00 AM,00661SQBBMSTATE,BRISTOL MYERS SQUIBB MANUFACTU RING CO,STATE RD #3 KM 775,HUMACAO,PR,,,NO,2833,2833,2834,,,,325411,325411,,,,,1.31E+12,EPICHLOROHYDRIN,106898,YES,TRI,NO,0,YES,R,Pounds,30,4,0,0,0,0,0,0,0,0,0,0,34,,0,0,,,,,,,,,,,0,,,,,,,0,,,,,,0,,,0,0,,,0,0,0,0,34,,,34,0,,,,,,26100,0,26134,0,0.56,BRISTOL-MYERS SQUIBB CO,1288497,"(18.150007, -65.790511)"
01/01/2005 12:00:00 AM,00617THPJHHIGHW,PFIZER PHARMACEUTICALS LLC - ARECIBO,"PR-2,  KM 600",ARECIBO,PR,,,NO,2834,2834,,,,,325412,325412,,,,,1.31E+12,"N,N-DIMETHYLFORMAMIDE",68122,YES,TRI,NO,0,YES,R,Pounds,58,0,0,0,0,0,0,0,0,0,0,0,58,,6888,0,,,,,,,,,,,,,,,,,,0,,,,,,0,,263509,263509,0,,,0,0,0,0,58,,,58,,,0,263509,,,1,6888,270456,,0.95,PFIZER INC,1326495,"(18.4292, -66.5901)"
01/01/2005 12:00:00 AM,00661SQBBMSTATE,BRISTOL MYERS SQUIBB MANUFACTU RING CO,STATE RD #3 KM 775,HUMACAO,PR,,,NO,2833,2833,2834,,,,325411,325411,,,,,1.31E+12,"1,4-DIOXANE",123911,YES,TRI,NO,0,YES,R,Pounds,100,20,0,0,0,0,0,0,0,0,0,0,120,,5500,0,,,,,,,,,,,70,,,,,,,70,,,,,,0,,,0,0,,,0,0,0,0,190,,,120,70,,,,,,81000,5500,86690,0,0.69,BRISTOL-MYERS SQUIBB CO,1288497,"(18.150007, -65.790511)"
01/01/2005 12:00:00 AM,00661SQBBMSTATE,BRISTOL MYERS SQUIBB MANUFACTU RING CO,STATE RD #3 KM 775,HUMACAO,PR,,,NO,2833,2833,2834,,,,325411,325411,,,,,1.31E+12,DICHLOROMETHANE,75092,YES,TRI,NO,0,YES,R,Pounds,400,10200,0,0,0,0,0,0,0,0,0,0,10600,,26,0,,,,,,,,,,,1,,,,,,,1,,,,,,0,,,0,0,,1202500,0,0,0,1202500,10601,,,10600,1,,,,,,2048600,1202526,3261727,0,0.63,BRISTOL-MYERS SQUIBB CO,1288497,"(18.150007, -65.790511)"
01/01/2005 12:00:00 AM,00661CRBGNSTROA,GE INDUSTRIAL SOLUTIONS PR,STATE RD 3 KM 82.0,HUMACAO,PR,,,NO,3613,3613,,,,,335311,335311,,,,,1.31E+12,STYRENE,100425,YES,TRI,NO,0,YES,R,Pounds,9766,0,0,0,0,0,0,0,0,0,0,0,9766,,0,0,,,,,,,,,,,,,,,,9567,,9567,,,,,,0,,,0,0,,,0,0,0,0,19333,,,9766,,9567,,,,,,,19333,,0.96,GENERAL ELECTRIC CO (GE CO),1367960,"(18.149008, -65.822134)"
01/01/2005 12:00:00 AM,00661SQBBMSTATE,BRISTOL MYERS SQUIBB MANUFACTU RING CO,STATE RD #3 KM 775,HUMACAO,PR,,,NO,2833,2833,2834,,,,325411,325411,,,,,1.31E+12,CHROMIUM,7440473,YES,TRI,YES,1,YES,A,Pounds,,,,,,,,,0,,,,0,,,0,,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,0,,,0,0,0,0,0,,,,,,,,,,,,0,,,BRISTOL-MYERS SQUIBB CO,1288497,"(18.150007, -65.790511)"
01/01/2005 12:00:00 AM,00985CPNTS65INF,AKZO NOBEL PAINTS LLC,65TH INFANTRY AVE KM. 13.4,CAROLINA,PR,,,NO,2851,2851,,,,,325510,325510,,,,,1.31E+12,LEAD,7439921,YES,TRI,YES,1,YES,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,24,,,,,,,,,,,,,,,,24,,,,,,0,,,0,0,,,0,0,0,0,24,,,0,,24,,,4,,,,28,0,1.06,AKZO NOBEL PAINTS INC.,185492550,"(18.375115, -65.939159)"
01/01/2005 12:00:00 AM,00731PRLSSFIRMD,PEERLESS OIL & CHEMICALS INC,"HWY 127, KM.17.1",PENUELAS,PR,,,NO,2911,2911,,,,,424710,424710,,,,,1.31E+12,BENZENE,71432,YES,TRI,NO,0,YES,R,Pounds,3124.4,1205.2,0,0,0,0,0,0,0,0,0,0,4329.6,,0,0,,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,0,,,0,0,0,0,4329.6,,,4329.6,,,,,,,,,4329.6,,1.22,PEERLESS OIL & CHEMICALS INC,NA,"(17.988022, -66.747952)"
01/01/2005 12:00:00 AM,00751STRTCRD701,STERI-TECH INC,RD 701 KM. 0.7 SALINAS INDUSTRIAL PARK,SALINAS,PR,,,NO,7389,7389,,,,,339112,339112,,,,,1.31E+12,ETHYLENE OXIDE,75218,YES,TRI,NO,0,YES,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,0,,,0,0,0,0,0,,,,,,500,,,,44731,,45231,,0,NA,NA,"(17.97139, -66.30027)"
01/01/2005 12:00:00 AM,00612THRMKZENOG,THERMO KING DE PUERTO RICO,517 ZONA INDUSTRIAL,ARECIBO,PR,,,NO,3585,3585,,,,,336391,336391,,,,,1.31E+12,CHROMIUM,7440473,YES,TRI,YES,1,YES,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,0,,1632,,,,1632,,,0,0,,,0,0,0,0,0,,,0,0,,,,,1632,,,1632,,1.18,INGERSOLL-RAND CO,54976795,"(18.45815, -66.746457)"
01/01/2005 12:00:00 AM,00630CRWNCKM126,CROWN BEVERAGE PACKAGING,"380 CALLE FABRIL ST KM 126 PR-3, PR INDUSTRIAL PARK",CAROLINA,PR,,,NO,3411,3411,,,,,,,,,,,1.31E+12,LEAD,7439921,YES,TRI,YES,1,YES,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,2.41,,,,,,,2.41,,,,,,0,,,0,0,,,0,0,0,0,2.41,,,,2.41,0,,,,,,,2.41,,1.11,CROWN CORK & SEAL CO (USA) INC,2282341,"(18.378283, -65.942387)"
01/01/2005 12:00:00 AM,00791SMLSS3ST83,SEAMLESS TEXTILES,RD #3 KM. 83.6,HUMACAO,PR,,,NO,2342,2342,,,,,313312,313312,,,,,1.31E+12,"BENZO(G,H,I)PERYLENE",191242,YES,PBT,NO,0,YES,R,Pounds,0.063,0.00061,0,0,0,0,0,0,0,0,0,0,0.06361,,0,0,,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,0,,,0,0,0,0,0.06361,,,0.0631,,,,,,,,,0.0631,,,HANES BRANDS INC.,621454722,"(18.138472, -65.827179)"
01/01/2005 12:00:00 AM,00763WRNRLCARRE,PFIZER PHARMACEUTICALS LLC,RD 689 KM 1.9,VEGA BAJA,PR,,,NO,2834,2834,,,,,325412,325412,,,,,1.31E+12,POLYCYCLIC AROMATIC COMPOUNDS,,YES,PBT,NO,0,YES,R,Pounds,0,1.96,0,0,0,0,0,0,0,0,0,0,1.96,,0,0,,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,0,,,0,0,0,0,1.96,,,1.96,,,,,,,,,1.96,,0.83,PFIZER INC,1326495,"(18.449113, -66.349336)"
01/01/2005 12:00:00 AM,00661SQBBMSTATE,BRISTOL MYERS SQUIBB MANUFACTU RING CO,STATE RD #3 KM 775,HUMACAO,PR,,,NO,2833,2833,2834,,,,325411,325411,,,,,1.31E+12,"N,N-DIMETHYLFORMAMIDE",68122,YES,TRI,NO,0,YES,R,Pounds,8,1,0,0,0,0,0,0,0,0,0,0,9,,2,0,,,,,,,,,,,2,,,,,,,2,,,,,,0,,,0,0,400,,0,0,0,400,11,,,9,2,,,,,,36200,402,36613,0,1.07,BRISTOL-MYERS SQUIBB CO,1288497,"(18.150007, -65.790511)"
01/01/2005 12:00:00 AM,00694HRVYHRD686,HARVEY CARIBE LTD,RD 686 KM 17.3,VEGA BAJA,PR,,,NO,3643,3643,,,,,335931,335931,,,,,1.31E+12,NICKEL,7440020,YES,TRI,YES,1,YES,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,0,,10405,,,,10405,,,0,0,,,0,0,0,0,0,,,,,,,,,10405,,,10405,,1.12,HUBBELL INC,1181858,"(18.456294, -66.393856)"
01/01/2005 12:00:00 AM,00664BXTRHSTROA,BAXTER HEALTHCARE OF PUERTO RICO,250 STATE RD 144 KM 20.6,JAYUYA,PR,,,NO,2834,2834,,,,,325412,325412,,,,,1.31E+12,DI(2-ETHYLHEXYL) PHTHALATE,117817,YES,TRI,NO,0,YES,R,Pounds,5,0,0,0,0,0,0,0,0,0,0,0,5,,0,0,,,,,,,,,,,1854,,,,,,,1854,,,,,90855,90855,,,0,0,,,0,0,0,0,1859,,,0.27,1854,,,,,90854,,,92708.27,,0.93,BAXTER INTERNATIONAL INC,180532558,"(18.21695, -66.599138)"
01/01/2005 12:00:00 AM,00605SLCTRLOT10,SOLECTRON PUERTO RICO AGUADILLA PLANT,LOT 10 & 12 MONTANA INDUSTRIAL RD 459 KM 0.6,AGUADILLA,PR,,,NO,3672,3672,,,,,334412,334412,,,,,1.31E+12,LEAD,7439921,YES,TRI,YES,1,YES,R,Pounds,0,4.6,0,0,0,0,0,0,0,0,0,0,4.6,0,,0,,,,,,,,,,,,,,,,,,0,,6799,,,,6799,,,0,0,,,0,0,0,0,4.6,,,2,,,,,,6799,,,6801,0,0.1,SOLECTRON INTERNATIONAL,843723284,"(18.44916, -67.14305)"
01/01/2005 12:00:00 AM,00936SNJNCKM267,ESSROC SAN JUAN INC,KM 26.7 STATE HWY #2,DORADO,PR,,,NO,3241,3241,1422,,,,327310,327310,,,,,1.31E+12,CHROMIUM,7440473,YES,TRI,YES,1,YES,A,Pounds,,,,,,,,,0,,,,0,,,0,,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,0,,,0,0,0,0,0,,,,,,,,,,,,0,,,ESSROC CEMENT CORP,NA,"(18.4, -66.3065)"
01/01/2005 12:00:00 AM,00920TXCDPRD28P,PC PUERTO RICO LLC,RD 28 PUEBLO VIEJO WARD,GUAYNABO,PR,,,NO,5171,5171,,,,,424710,424710,,,,,1.31E+12,BENZENE,71432,YES,TRI,NO,0,YES,R,Pounds,1.26,405.69,0,0,0,18.23,0,0,0,0,0,0,425.18,,0,0,,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,0,,,0,0,0,0,425.18,,18.23,405.69,,,,,,,,,423.92,,0,NA,NA,"(18.423218, -66.10706)"
01/01/2005 12:00:00 AM,00602SMRTMRD115,SMART MODULAR TECHNOLOGIES OF PUERTO RICO,RD 115 KM 226 AGUADA INDUSTRIAL PARK,AGUADA,PR,,,NO,3672,3672,,,,,334412,334412,,,,,1.31E+12,LEAD,7439921,YES,TRI,YES,1,YES,R,Pounds,0,6,0,0,0,0,0,0,0,0,0,0,6,0,,0,,,,,,,,,,,55,,,,,,,55,,11350,,,,11350,,,0,0,,,0,0,0,0,61,,,6,55,,,,,11405,,,11466,,0.35,SMART MODULAR TECHNOLOGIES,NA,"(18.380797, -67.191301)"
01/01/2005 12:00:00 AM,00671KYPHRPRIDC,SCHERING-PLOUGH PRODUCTS LLC,ST #183 KM 183 PRIDCO INDL PARK,LAS PIEDRAS,PR,,,NO,2834,2834,,,,,325412,325412,,,,,1.31E+12,DICHLOROMETHANE,75092,YES,TRI,NO,0,YES,R,Pounds,6420,162520,0,0,0,0,0,0,0,0,0,0,168940,,5,0,,,,,,,,,,,,,,,,,,0,,,10092,,,10092,,,0,0,77768.55,,0,0,0,77768.55,168940,,,168940,,,,,,10092,,77768.55,256800.55,,1.23,SCHERING-PLOUGH CORP,54554290,"(18.183292, -65.878497)"
01/01/2005 12:00:00 AM,00610CRBGNCARR4,CARIBE GE INTERNATIONAL OF PR LLC,STATE RD 402 KM 1.5 INDUSTRIAL ZONE,ANASCO,PR,,,NO,3613,3613,,,,,335313,335313,,,,,1.31E+12,LEAD,7439921,YES,TRI,YES,1,YES,R,Pounds,0.14,3.98,0,0,0,0,0,0,0,0,0,0,4.12,0,,0,,,,,,,,,,,,,,,,,,0,,690,,,,690,,,0,0,,,0,0,0,0,4.12,,,4.12,,,,,,690,,,694.12,0,0.89,GENERAL ELECTRIC CO (GE CO),1367960,"(18.292442, -67.140194)"
01/01/2005 12:00:00 AM,00747LCTTPNO9VQ,HENKEL PUERTO RICO INC,QUILICHINI AVE #9,SABANA GRANDE,PR,,,NO,2891,2891,,,,,325520,325520,,,,,1.31E+12,TOLUENE DIISOCYANATE (MIXED ISOMERS),26471625,NO,TRI,NO,0,YES,A,Pounds,,,,,,,,,0,,,,0,,,0,,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,0,,,0,0,0,0,0,,,,,,,,,,,,0,,,HENKEL CORP,51441731,"(18.077222, -66.962222)"
01/01/2005 12:00:00 AM,00694HRVYHRD686,HARVEY CARIBE LTD,RD 686 KM 17.3,VEGA BAJA,PR,,,NO,3643,3643,,,,,335931,335931,,,,,1.31E+12,LEAD,7439921,YES,TRI,YES,1,YES,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,0,,1136,,,,1136,,,0,0,,,0,0,0,0,0,,,,,,,,,1136,,,1136,,1.33,HUBBELL INC,1181858,"(18.456294, -66.393856)"
01/01/2005 12:00:00 AM,00706BXTRFCARR3,FENWAL INTERNATIONAL INC,RD 357 KM 0.8,MARICAO,PR,,,NO,2834,2834,,,,,325412,325412,,,,,1.31E+12,DI(2-ETHYLHEXYL) PHTHALATE,117817,YES,TRI,NO,0,YES,R,Pounds,0,17.6,0,0,0,0,0,0,0,0,0,0,17.6,,0.1,0,,,,,,,,,,,,,,,,,,0,,,,,56525,56525,,,0,0,,,0,0,0,0,17.6,,,17.6,,,,,,56525,,,56542.6,17.6,0.88,FENWAL INTERNATIONAL INC,NA,"(18.18642, -66.985694)"
01/01/2005 12:00:00 AM,00612BTTRYRD2KM,BATTERY RECYCLING CO INC,"RD PR-2, KM. 72.2 CAMBALACHE WARD",ARECIBO,PR,,,NO,3341,3341,,,,,,,,,,,1.31E+12,LEAD,7439921,YES,TRI,YES,1,YES,R,Pounds,2.63,746.49,0,0,0,0,0,0,0,0,0,0,749.12,5.14,,5.14,,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,0,,,0,0,0,0,754.26,,,749.12,0,5.14,,,62241,,,,62995.26,,1.23,NA,NA,"(18.453603, -66.694099)"
01/01/2005 12:00:00 AM,00674SFTYKKM510,"SAFETY-KLEEN ENVIROSYSTEM CO OF PUERTO RICO,INC.",HWY #2 KM. 51,MANATI,PR,,,NO,7389,7389,,,,,562112,562112,,,,,1.31E+12,"N,N-DIMETHYLFORMAMIDE",68122,YES,TRI,NO,0,YES,R,Pounds,0,44,0,0,0,0,0,0,0,0,0,0,44,,0,0,,,,,,,,,,,,,,,,,,0,,,,,,0,143702,,143702,0,,,15068,0,0,15068,44,,,44,,,,143701,,,3408,15068,162221,,0,SAFETY-KLEEN CORP,53976551,"(18.430874, -66.506619)"
01/01/2005 12:00:00 AM,00674SFTYKKM510,"SAFETY-KLEEN ENVIROSYSTEM CO OF PUERTO RICO,INC.",HWY #2 KM. 51,MANATI,PR,,,NO,7389,7389,,,,,562112,562112,,,,,1.31E+12,POLYCYCLIC AROMATIC COMPOUNDS,,YES,PBT,NO,0,YES,R,Pounds,0,120,0,0,0,0,0,0,0,0,0,0,120,,0,0,,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,0,,,0,0,0,0,120,,,120,,,,,,,,,120,,0.91,SAFETY-KLEEN CORP,53976551,"(18.430874, -66.506619)"
01/01/2005 12:00:00 AM,00674SFTYKKM510,"SAFETY-KLEEN ENVIROSYSTEM CO OF PUERTO RICO,INC.",HWY #2 KM. 51,MANATI,PR,,,NO,7389,7389,,,,,562112,562112,,,,,1.31E+12,DICHLOROMETHANE,75092,YES,TRI,NO,0,YES,R,Pounds,0,4560,0,0,0,0,0,0,0,0,0,0,4560,,0,0,,,,,,,,,,,,,,,,,,0,,,,,,0,4860,,4860,0,,,1142480,0,0,1142480,4560,,,4560,,,,4860,2281420,,2698660,1147340,6136840,,0.67,SAFETY-KLEEN CORP,53976551,"(18.430874, -66.506619)"
01/01/2005 12:00:00 AM,00630TCHRFRD3KM,TECH AEROFOAM PRODUCTS INTERNATIONAL INC,STATE RD PR-3  KM 127,CAROLINA,PR,,,NO,3086,3086,,,,,326150,326150,,,,,1.31E+12,TOLUENE DIISOCYANATE (MIXED ISOMERS),26471625,NO,TRI,NO,0,YES,R,Pounds,209,21,0,0,0,0,0,0,0,0,0,0,230,,0,0,,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,0,,,0,0,0,0,230,,,230,,,,,,,,,230,,0.83,TECH AEROFOAM PRODUCTS INTERNATIONAL INC,83602326,"(18.373889, -65.941111)"
01/01/2006 12:00:00 AM,00701DPNTPHIGHW,BRISTOL-MYERS SQUIBB HOLDINGS PHARMA LTD LIABILITY CO,RD 686 KM 2.3,MANATI,PR,,,NO,,,,,,,325412,325412,,,,,1.31E+12,NICKEL,7440020,YES,TRI,YES,1,YES,A,Pounds,,,,,,,,,0,,,,0,,,0,,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,0,,,0,0,0,0,0,,,,,,,,,,,,0,,,BRISTOL-MYERS SQUIBB CO,1288497,"(18.4572, -66.47)"
01/01/2006 12:00:00 AM,00619HRRSD15CST,HARRIS PAINTS CORP,25 C ST MINILLAS INDUSTRIAL PARK,BAYAMON,PR,,,NO,,,,,,,325510,325510,,,,,1.31E+12,DICHLOROMETHANE,75092,YES,TRI,NO,0,YES,A,Pounds,,,,,,,,,0,,,,0,,,0,,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,0,,,0,0,0,0,0,,,,,,,,,,,,0,,,NA,NA,"(18.3918, -66.16365)"
01/01/2006 12:00:00 AM,00612PRPCMPR681,PREPA-CAMBALACHE COMBUSTION TURBINE PLANT,PR-681 KM. 0.5,ARECIBO,PR,,,NO,,,,,,,221112,221112,221122,21121,,,1.31E+12,POLYCYCLIC AROMATIC COMPOUNDS,,YES,PBT,NO,0,YES,R,Pounds,0,242.4,0,0,0,0,0,0,0,0,0,0,242.4,,2.7,0,,,,,,,,,,,,,,,,,,0,,,,,,0,,,0,0,,,0,0,0,0,242.4,,,245.1,,0,,,,,,,245.1,0,0.68,PUERTO RICO ELECTRIC POWER AUTHORITY,90034703,"(18.4732, -66.6999)"
