"nombresenador","measuredate","measuretype","measurenumber","proyecto","reference","votetype","countofvotetype","measurestatus","proyecto1","mes","a_o","labelvotetype","countofvotes","nombre"
"Hon. Alejandro García Padilla","2012-12-22T00:00:00.000","R. del S.","1515","R. del S. 1515","Informe Final","Ausente","1","Aprobada","R. del S. 1515","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-22T00:00:00.000","Nombramiento","1500","Nombramiento 1500","Otros","Ausente","1","Aprobada","Nombramiento 1500","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-22T00:00:00.000","R. del S.","1564","R. del S. 1564","Informe Final","Ausente","1","Aprobada","R. del S. 1564","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-22T00:00:00.000","Nombramiento","1498","Nombramiento 1498","Otros","Ausente","1","Derrotada","Nombramiento 1498","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-22T00:00:00.000","R. del S.","1643","R. del S. 1643","Informe Final","Ausente","1","Aprobada","R. del S. 1643","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-22T00:00:00.000","R. del S.","1751","R. del S. 1751","Informe Final","Ausente","1","Aprobada","R. del S. 1751","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-22T00:00:00.000","R. del S.","1793","R. del S. 1793","Informe Final","Ausente","1","Aprobada","R. del S. 1793","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-22T00:00:00.000","R. del S.","1881","R. del S. 1881","Informe Final","Ausente","1","Aprobada","R. del S. 1881","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-22T00:00:00.000","R. del S.","2101","R. del S. 2101","Informe Final","Ausente","1","Aprobada","R. del S. 2101","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-22T00:00:00.000","R. del S.","2109","R. del S. 2109","Informe Final","Ausente","1","Aprobada","R. del S. 2109","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-22T00:00:00.000","R. del S.","2217","R. del S. 2217","Informe Final","Ausente","1","Aprobada","R. del S. 2217","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-22T00:00:00.000","R. del S.","2266","R. del S. 2266","Informe Final","Ausente","1","Aprobada","R. del S. 2266","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-22T00:00:00.000","R. del S.","2390","R. del S. 2390","Informe Final","Ausente","1","Aprobada","R. del S. 2390","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-22T00:00:00.000","R. C. de la C.","1618","R. C. de la C. 1618","Informe","Ausente","1","Aprobada","R. C. de la C. 1618","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-22T00:00:00.000","R. C. del S.","1064","R. C. del S. 1064","Conc. Enmiendas","Ausente","1","Aprobada","R. C. del S. 1064","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-22T00:00:00.000","R. del S.","2846","R. del S. 2846","Medida","Ausente","1","Aprobada","R. del S. 2846","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-06-18T00:00:00.000","Nombramiento","1199","Nombramiento 1199","Otros","Ausente","1","Aprobada","Nombramiento 1199","06-junio","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-22T00:00:00.000","R. del S.","1516","R. del S. 1516","Informe Final","Ausente","1","Aprobada","R. del S. 1516","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-20T00:00:00.000","R. del S.","1015","R. del S. 1015","Informe Final","Ausente","1","Aprobada","R. del S. 1015","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-20T00:00:00.000","Nombramiento","1497","Nombramiento 1497","Otros","Ausente","1","Aprobada","Nombramiento 1497","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-20T00:00:00.000","Nombramiento","1532","Nombramiento 1532","Reconsiderado","Ausente","1","Aprobada","Nombramiento 1532","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-20T00:00:00.000","Nombramiento","1536","Nombramiento 1536","Otros","Ausente","1","Aprobada","Nombramiento 1536","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-20T00:00:00.000","Nombramiento","1537","Nombramiento 1537","Otros","Ausente","1","Aprobada","Nombramiento 1537","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-20T00:00:00.000","R. del S.","10","R. del S. 0010","Informe Final","Ausente","1","Aprobada","R. del S. 0010","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-20T00:00:00.000","R. del S.","115","R. del S. 0115","Informe Final","Ausente","1","Aprobada","R. del S. 0115","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-20T00:00:00.000","R. del S.","163","R. del S. 0163","Informe Final","Ausente","1","Aprobada","R. del S. 0163","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-20T00:00:00.000","R. del S.","278","R. del S. 0278","Informe Final","Ausente","1","Aprobada","R. del S. 0278","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-20T00:00:00.000","R. del S.","393","R. del S. 0393","Informe Final","Ausente","1","Aprobada","R. del S. 0393","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-20T00:00:00.000","R. del S.","468","R. del S. 0468","Informe Final","Ausente","1","Aprobada","R. del S. 0468","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-20T00:00:00.000","R. del S.","531","R. del S. 0531","Informe Final","Ausente","1","Aprobada","R. del S. 0531","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-20T00:00:00.000","R. del S.","572","R. del S. 0572","Informe Final","Ausente","1","Aprobada","R. del S. 0572","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-22T00:00:00.000","Nombramiento","1511","Nombramiento 1511","Otros","Ausente","1","Aprobada","Nombramiento 1511","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-20T00:00:00.000","R. del S.","987","R. del S. 0987","Informe Final","Ausente","1","Aprobada","R. del S. 0987","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-17T00:00:00.000","R. C. de la C.","1589","R. C. de la C. 1589","Informe","Ausente","1","Aprobada","R. C. de la C. 1589","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-20T00:00:00.000","R. del S.","1051","R. del S. 1051","Informe Final","Ausente","1","Aprobada","R. del S. 1051","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-20T00:00:00.000","R. del S.","1082","R. del S. 1082","Informe Final","Ausente","1","Aprobada","R. del S. 1082","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-20T00:00:00.000","R. del S.","1263","R. del S. 1263","Informe Final","Ausente","1","Aprobada","R. del S. 1263","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-20T00:00:00.000","R. del S.","1359","R. del S. 1359","Informe Final","Ausente","1","Aprobada","R. del S. 1359","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-20T00:00:00.000","R. del S.","1630","R. del S. 1630","Informe Final","Ausente","1","Aprobada","R. del S. 1630","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-20T00:00:00.000","R. del S.","1815","R. del S. 1815","Informe Final","Ausente","1","Aprobada","R. del S. 1815","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-20T00:00:00.000","R. del S.","1876","R. del S. 1876","Informe Final","Ausente","1","Aprobada","R. del S. 1876","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-20T00:00:00.000","R. del S.","1905","R. del S. 1905","Informe Final","Ausente","1","Aprobada","R. del S. 1905","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-20T00:00:00.000","R. del S.","2361","R. del S. 2361","Informe Final","Ausente","1","Aprobada","R. del S. 2361","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-20T00:00:00.000","R. del S.","2368","R. del S. 2368","Informe Final","Ausente","1","Aprobada","R. del S. 2368","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-20T00:00:00.000","R. del S.","2596","R. del S. 2596","Informe Final","Ausente","1","Aprobada","R. del S. 2596","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-20T00:00:00.000","R. del S.","2733","R. del S. 2733","Informe Final","Ausente","1","Aprobada","R. del S. 2733","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-20T00:00:00.000","R. C. de la C.","1602","R. C. de la C. 1602","Informe","Ausente","1","Aprobada","R. C. de la C. 1602","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-20T00:00:00.000","R. del S.","962","R. del S. 0962","Informe Final","Ausente","1","Aprobada","R. del S. 0962","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-15T00:00:00.000","Nombramiento","1454","Nombramiento 1454","Otros","Ausente","1","Aprobada","Nombramiento 1454","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-15T00:00:00.000","Nombramiento","1475","Nombramiento 1475","Otros","Ausente","1","Aprobada","Nombramiento 1475","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-15T00:00:00.000","Nombramiento","1383","Nombramiento 1383","Otros","Ausente","1","Aprobada","Nombramiento 1383","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-15T00:00:00.000","Nombramiento","1389","Nombramiento 1389","Otros","Ausente","1","Aprobada","Nombramiento 1389","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-15T00:00:00.000","Nombramiento","1408","Nombramiento 1408","Otros","Ausente","1","Aprobada","Nombramiento 1408","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-15T00:00:00.000","Nombramiento","1431","Nombramiento 1431","Otros","Ausente","1","Aprobada","Nombramiento 1431","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-15T00:00:00.000","Nombramiento","1434","Nombramiento 1434","Otros","Ausente","1","Aprobada","Nombramiento 1434","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-15T00:00:00.000","Nombramiento","1435","Nombramiento 1435","Otros","Ausente","1","Aprobada","Nombramiento 1435","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-15T00:00:00.000","Nombramiento","1437","Nombramiento 1437","Otros","Ausente","1","Aprobada","Nombramiento 1437","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-15T00:00:00.000","Nombramiento","1438","Nombramiento 1438","Otros","Ausente","1","Aprobada","Nombramiento 1438","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-15T00:00:00.000","Nombramiento","1439","Nombramiento 1439","Otros","Ausente","1","Aprobada","Nombramiento 1439","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-15T00:00:00.000","Nombramiento","1442","Nombramiento 1442","Otros","Ausente","1","Aprobada","Nombramiento 1442","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-15T00:00:00.000","Nombramiento","1444","Nombramiento 1444","Otros","Ausente","1","Aprobada","Nombramiento 1444","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-10T00:00:00.000","R. del S.","2845","R. del S. 2845","Medida","Ausente","1","Aprobada","R. del S. 2845","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-15T00:00:00.000","Nombramiento","1453","Nombramiento 1453","Otros","Ausente","1","Aprobada","Nombramiento 1453","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-10T00:00:00.000","R. del S.","2844","R. del S. 2844","Medida","Ausente","1","Aprobada","R. del S. 2844","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-15T00:00:00.000","Nombramiento","1455","Nombramiento 1455","Otros","Ausente","1","Aprobada","Nombramiento 1455","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-15T00:00:00.000","Nombramiento","1457","Nombramiento 1457","Otros","Ausente","1","Aprobada","Nombramiento 1457","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-15T00:00:00.000","Nombramiento","1458","Nombramiento 1458","Otros","Ausente","1","Aprobada","Nombramiento 1458","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-15T00:00:00.000","Nombramiento","1459","Nombramiento 1459","Otros","Ausente","1","Aprobada","Nombramiento 1459","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-15T00:00:00.000","Nombramiento","1460","Nombramiento 1460","Otros","Ausente","1","Aprobada","Nombramiento 1460","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-15T00:00:00.000","Nombramiento","1461","Nombramiento 1461","Otros","Ausente","1","Aprobada","Nombramiento 1461","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-15T00:00:00.000","Nombramiento","1463","Nombramiento 1463","Otros","Ausente","1","Aprobada","Nombramiento 1463","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-15T00:00:00.000","Nombramiento","1465","Nombramiento 1465","Otros","Ausente","1","Aprobada","Nombramiento 1465","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-15T00:00:00.000","Nombramiento","1467","Nombramiento 1467","Otros","Ausente","1","Aprobada","Nombramiento 1467","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-15T00:00:00.000","Nombramiento","1469","Nombramiento 1469","Otros","Ausente","1","Aprobada","Nombramiento 1469","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
"Hon. Alejandro García Padilla","2012-12-15T00:00:00.000","Nombramiento","1470","Nombramiento 1470","Otros","Ausente","1","Aprobada","Nombramiento 1470","12-diciembre","2012","Ausente","0","Hon. Alejandro García Padilla"
