"cohort","_1996","_1997","_1998","_1999","_2000","_2001","_2002","_2003","_2004","_2005","_2006","_2007","_2008","_2009","_2010"
"Undergraduate","75","38","31","27","44","42","52","41","43","72","72","65","55","63","40"
