"region","distrito","municipio_escolar","c_digo_escuela","nombre_escuela","matr_cula_m1","matr_cula_m1_entre_5_y_17_a_os_2013_2014","m1_entre_5_y_17_a_os_bajo_nivel_pobreza_2013_2014","bnp_2013_2014"
"ARECIBO","CAMUY","CAMUY","10959","LAURENTINO ESTRELLA","233","227","164","72.25"
"ARECIBO","CAMUY","CAMUY","10967","RALPH W. EMERSON","402","395","253","64.05"
"ARECIBO","CAMUY","CAMUY","11023","S. U. ANTONIO REYES","642","629","429","68.20"
"ARECIBO","CAMUY","CAMUY","11031","S. U. SANTIAGO R. PALMER","424","418","330","78.95"
"ARECIBO","CAMUY","CAMUY","11072","INTERMEDIA ROMAN  BALDORIOTY DE CASTRO","276","276","199","72.10"
"ARECIBO","CAMUY","CAMUY","11080","PEDRO AMADOR","177","161","138","85.71"
"ARECIBO","MANATI","CIALES","11155","REPUBLICA DEL ECUADOR","97","93","55","59.14"
"ARECIBO","MANATI","CIALES","11163","CRISTOBAL VICENS","130","120","93","77.50"
"ARECIBO","MANATI","CIALES","11239","HATO VIEJO CUMBRE","139","132","94","71.21"
"ARECIBO","MANATI","CIALES","11262","CONCEPCION PEREZ","80","78","67","85.90"
"ARECIBO","MANATI","CIALES","11270","PESA PARCELAS","118","107","86","80.37"
"ARECIBO","MANATI","CIALES","11312","S. U. TORIBIO RIVERA","262","257","233","90.66"
"ARECIBO","MANATI","CIALES","11320","S. U. FRANCISCO SERRANO","290","290","233","80.34"
"ARECIBO","ARECIBO","HATILLO","11353","MANUEL CORCHADO","120","115","102","88.70"
"ARECIBO","ARECIBO","HATILLO","11387","LUIS MELENDEZ RODRIGUEZ ELEM.","276","263","221","84.03"
"ARECIBO","ARECIBO","HATILLO","11395","LUIS MUÑOZ RIVERA","326","315","249","79.05"
"ARECIBO","ARECIBO","HATILLO","11403","EUGENIO MARIA DE HOSTOS","335","320","260","81.25"
"ARECIBO","ARECIBO","HATILLO","11411","CARMEN N PERAZA TOLEDO","240","227","172","75.77"
"ARECIBO","ARECIBO","HATILLO","11437","ADRIAN MARTINEZ GANDIA","201","181","156","86.19"
"ARECIBO","ARECIBO","HATILLO","11445","JULIET A. CASEY","269","264","233","88.26"
"ARECIBO","ARECIBO","HATILLO","11460","ROSA E. MOLINARI","150","135","113","83.70"
"ARECIBO","ARECIBO","HATILLO","11478","JOAQUIN RODRIGUEZ RUIZ","274","265","212","80.00"
"ARECIBO","ARECIBO","HATILLO","11494","S. U. RAFAEL ZAMOT CRUZ","334","321","279","86.92"
"ARECIBO","ARECIBO","HATILLO","11502","TIMOTEO ( TITO ) DELGADO","461","461","351","76.14"
"ARECIBO","ARECIBO","HATILLO","11528","LORENZO COBALLES GANDIA","293","284","231","81.34"
"ARECIBO","CAMUY","LARES","11536","PILETAS ARCE","116","111","91","81.98"
"ARECIBO","CAMUY","LARES","11593","GABRIELA MISTRAL","223","215","176","81.86"
"ARECIBO","CAMUY","LARES","11643","DOMINGO APONTE COLLAZO","901","863","637","73.81"
"ARECIBO","CAMUY","LARES","11650","CONSUELO GONZALEZ","126","121","110","90.91"
"ARECIBO","CAMUY","LARES","11718","GONZALEZ BELLO","110","102","64","62.75"
"ARECIBO","CAMUY","CAMUY","11756","LUIS FELIPE RODRIGUEZ","396","382","267","69.90"
