"ps","pobl","pmb","area","compl","nro_edif","tiposecurb","urb","ste","nro","nro_apart","tipo_via","calle","sector","cod_post","pais","x","y","lat","lon","location"
"273411","SAN JUAN","ORIENTE",,,,"URB","VILLA GRANADA",,"984",,"CALLE","ALAMEDA",,"923","PR","242385","262615","18.3986","-66.0322","(18.3986, -66.0322)"
"273378","SAN JUAN","ORIENTE",,,,"URB","VILLA GRANADA",,"989",,"CALLE","ALAMEDA",,"924","PR","242416","262584","18.3984","-66.0319","(18.3984, -66.0319)"
"273375","SAN JUAN","ORIENTE",,,,"URB","VILLA GRANADA",,"987",,"CALLE","ALAMEDA",,"924","PR","242413","262600","18.3985","-66.0319","(18.3985, -66.0319)"
"273347","SAN JUAN","EL CINCO",,,,"URB","VILLA NEVAREZ",,"1086",,"CALLE","1",,"927","PR","238263","262068","18.3938","-66.0712","(18.3938, -66.0712)"
"273790","SAN JUAN","HATO REY CENTRAL",,,,"URB","FLORAL PARK",,"128",,"CALLE","PARIS",,"917","PR","240504","265225","18.4222","-66.05","(18.4222, -66.05)"
"273782","SAN JUAN","ORIENTE",,,,"URB","VILLA GRANADA",,"924",,"CALLE","ALAMEDA",,"923","PR","242424","262962","18.4018","-66.0318","(18.4018, -66.0318)"
"273781","SAN JUAN","EL CINCO",,,,"URB","VILLA NEVAREZ",,"1057",,"CALLE","1",,"927","PR","238285","262280","18.3957","-66.071","(18.3957, -66.071)"
"273843","SAN JUAN","EL CINCO",,,,"URB","VILLA NEVAREZ",,"1043",,"CALLE","41",,"927","PR","238279","262397","18.3967","-66.0711","(18.3967, -66.0711)"
"275248","SAN JUAN","SABANA LLANA NORTE",,,,"URB","COUNTRY CLUB",,"955",,"CALLE","GAVIOTA",,"924","PR","245091","263427","18.4059","-66.0066","(18.4059, -66.0066)"
"274122","SAN JUAN","ORIENTE",,,,"URB","VILLA GRANADA",,"919",,"CALLE","ALCAZAR",,"923","PR","242385","263003","18.4021","-66.0322","(18.4021, -66.0322)"
"274068","SAN JUAN","HATO REY CENTRAL",,,,"URB","FLORAL PARK",,"114",,"CALLE","PARIS",,"917","PR","240268","265156","18.4216","-66.0522","(18.4216, -66.0522)"
"274039","SAN JUAN","ORIENTE",,,,"URB","VILLA GRANADA",,"907",,"CALLE","ALCAZAR",,"923","PR","242382","263081","18.4028","-66.0322","(18.4028, -66.0322)"
"273927","SAN JUAN","ORIENTE",,,,"URB","VILLA GRANADA",,"904",,"CALLE","ALAMEDA",,"923","PR","242422","263093","18.403","-66.0318","(18.403, -66.0318)"
"273922","SAN JUAN","ORIENTE",,,,"URB","VILLA GRANADA",,"908",,"CALLE","ALAMEDA",,"923","PR","242422","263069","18.4027","-66.0318","(18.4027, -66.0318)"
"273888","SAN JUAN","ORIENTE",,,,"URB","SAN JOSE",,"356",,"CALLE","ARANJUEZ",,"923","PR","241579","265250","18.4225","-66.0398","(18.4225, -66.0398)"
"275814","SAN JUAN","SABANA LLANA NORTE",,,,"URB","REPTO SEVILLA",,"921",,"CALLE","SARASATE",,"924","PR","243652","262845","18.4007","-66.0202","(18.4007, -66.0202)"
"275810","SAN JUAN","SABANA LLANA NORTE",,,,"URB","COUNTRY CLUB",,"952",,"CALLE","HALCON",,"924","PR","245101","263468","18.4063","-66.0065","(18.4063, -66.0065)"
"275472","SAN JUAN","SABANA LLANA NORTE",,,,"URB","REPTO SEVILLA",,"932",,"CALLE","PAGANINI",,"924","PR","243642","262745","18.3998","-66.0203","(18.3998, -66.0203)"
"275625","SAN JUAN","SABANA LLANA NORTE",,,,"URB","COUNTRY CLUB",,"922",,"CALLE","HALCON",,"924","PR","245008","263538","18.4069","-66.0074","(18.4069, -66.0074)"
"275421","SAN JUAN","SABANA LLANA NORTE",,,,"URB","COUNTRY CLUB",,"931",,"CALLE","GAVIOTA",,"924","PR","245024","263479","18.4064","-66.0072","(18.4064, -66.0072)"
"275414","SAN JUAN","SABANA LLANA NORTE",,,,"URB","REPTO SEVILLA",,"938",,"CALLE","PAGANINI",,"924","PR","243652","262702","18.3994","-66.0202","(18.3994, -66.0202)"
"275404","SAN JUAN","SABANA LLANA NORTE",,,,"URB","COUNTRY CLUB",,"933",,"CALLE","GAVIOTA",,"924","PR","245039","263469","18.4063","-66.0071","(18.4063, -66.0071)"
"275396","SAN JUAN","SABANA LLANA NORTE",,,,"URB","REPTO SEVILLA",,"944",,"CALLE","PAGANINI",,"924","PR","243662","262655","18.399","-66.0201","(18.399, -66.0201)"
"182047","SAN JUAN","UNIVERSIDAD",,,,"URB","PEREZ MORRIS",,"67",,"CALLE","PONCE",,"917","PR","240605","264072","18.4118","-66.049","(18.4118, -66.049)"
"180049","SAN JUAN","SABANA LLANA NORTE",,,,"URB","COUNTRY CLUB",,"1160",,"CALLE","LUIS NEC",,"924","PR","246018","263070","18.4027","-65.9978","(18.4027, -65.9978)"
"180045","SAN JUAN","SABANA LLANA NORTE",,,,"URB","COUNTRY CLUB",,"1158",,"CALLE","LUIS NEC",,"924","PR","246011","263059","18.4026","-65.9979","(18.4026, -65.9979)"
"179858","SAN JUAN","SABANA LLANA NORTE",,,,"URB","COUNTRY CLUB",,"1172",,"CALLE","ANTONIA MARTINEZ",,"924","PR","246110","263073","18.4027","-65.9969","(18.4027, -65.9969)"
"179818","SAN JUAN","SABANA LLANA NORTE",,,,"URB","COUNTRY CLUB",,"1158",,"CALLE","ANTONIA MARTINEZ",,"924","PR","246040","263002","18.4021","-65.9976","(18.4021, -65.9976)"
"179806","SAN JUAN","SABANA LLANA SUR",,,,"URB","VILLA ANDALUCIA",,"P-9",,"CALLE","ALORA",,"926","PR","242237","261125","18.3852","-66.0336","(18.3852, -66.0336)"
"179645","SAN JUAN","SABANA LLANA NORTE",,,,"URB","COUNTRY CLUB",,"1149",,"CALLE","LUIS NEC",,"924","PR","245970","263046","18.4025","-65.9983","(18.4025, -65.9983)"
"179612","SAN JUAN","SABANA LLANA NORTE",,,,"URB","COUNTRY CLUB",,"1153",,"CALLE","LUIS NEC",,"924","PR","245984","263063","18.4026","-65.9981","(18.4026, -65.9981)"
"179595","SAN JUAN","SABANA LLANA NORTE",,,,"URB","COUNTRY CLUB",,"1155",,"CALLE","LUIS NEC",,"924","PR","245991","263073","18.4027","-65.9981","(18.4027, -65.9981)"
"179539","SAN JUAN","SABANA LLANA NORTE",,,,"URB","COUNTRY CLUB",,"1169",,"CALLE","LUIS NEC",,"924","PR","246059","263137","18.4033","-65.9974","(18.4033, -65.9974)"
"179677","SAN JUAN","SABANA LLANA NORTE",,,,"URB","COUNTRY CLUB",,"1145",,"CALLE","LUIS NEC",,"924","PR","245955","263020","18.4022","-65.9984","(18.4022, -65.9984)"
"179561","SAN JUAN","SABANA LLANA NORTE",,,,"URB","COUNTRY CLUB",,"1165",,"CALLE","LUIS NEC",,"924","PR","246038","263122","18.4031","-65.9976","(18.4031, -65.9976)"
"179460","SAN JUAN","SABANA LLANA NORTE",,,,"URB","COUNTRY CLUB",,"1172",,"CALLE","OLIVIA PAOLI",,"924","PR","246020","263224","18.4041","-65.9978","(18.4041, -65.9978)"
"179435","SAN JUAN","SABANA LLANA NORTE",,,,"URB","COUNTRY CLUB",,"1168",,"CALLE","OLIVIA PAOLI",,"924","PR","245996","263209","18.4039","-65.998","(18.4039, -65.998)"
"179428","SAN JUAN","SABANA LLANA NORTE",,,,"URB","COUNTRY CLUB",,"1164",,"CALLE","OLIVIA PAOLI",,"924","PR","245977","263192","18.4038","-65.9982","(18.4038, -65.9982)"
"179416","SAN JUAN","SABANA LLANA NORTE",,,,"URB","COUNTRY CLUB",,"1156",,"CALLE","OLIVIA PAOLI",,"924","PR","245936","263155","18.4034","-65.9986","(18.4034, -65.9986)"
"179409","SAN JUAN","SABANA LLANA NORTE",,,,"URB","COUNTRY CLUB",,"1154",,"CALLE","OLIVIA PAOLI",,"924","PR","245928","263144","18.4033","-65.9987","(18.4033, -65.9987)"
"179377","SAN JUAN","SABANA LLANA NORTE",,,,"URB","COUNTRY CLUB",,"1146",,"CALLE","OLIVIA PAOLI",,"924","PR","245896","263103","18.403","-65.999","(18.403, -65.999)"
"179191","SAN JUAN","SABANA LLANA NORTE",,,,"URB","COUNTRY CLUB",,"1173",,"CALLE","TRINIDAD PADILLA",,"924","PR","246036","263193","18.4038","-65.9976","(18.4038, -65.9976)"
"179212","SAN JUAN","SABANA LLANA NORTE",,,,"URB","COUNTRY CLUB",,"1169",,"CALLE","TRINIDAD PADILLA",,"924","PR","246015","263177","18.4036","-65.9978","(18.4036, -65.9978)"
"380150","SAN JUAN","SABANA LLANA NORTE",,,,"URB","COUNTRY CLUB",,"770",,"CALLE","MERCEDES SOLA",,"924","PR","245882","263742","18.4087","-65.9991","(18.4087, -65.9991)"
"222098","CAROLINA","TRUJILLO BAJO",,,,"URB","MANS DE CAROLINA",,"UU-11",,"CALLE","YUNQUESITO",,"987","PR","252243","259487","18.3702","-65.939","(18.3702, -65.939)"
"222090","CAROLINA","TRUJILLO BAJO",,,,"URB","MANS DE CAROLINA",,"UU-10",,"CALLE","YUNQUESITO",,"987","PR","252231","259495","18.3702","-65.9391","(18.3702, -65.9391)"
"224130","CAROLINA","MARTIN GONZALEZ",,,,"URB","EST DE SAN FERNANDO",,"G-10",,"CALLE","9",,"985","PR","249010","261415","18.3876","-65.9695","(18.3876, -65.9695)"
"224126","CAROLINA","TRUJILLO BAJO",,,,"PARC"," ",,"179",,"CALLE","AZUCENA",,"987","PR","252360","259712","18.3722","-65.9379","(18.3722, -65.9379)"
"224134","CAROLINA","TRUJILLO BAJO",,,,"PARC"," ",,"180",,"CALLE","AZUCENA",,"987","PR","252380","259718","18.3722","-65.9377","(18.3722, -65.9377)"
"222589","CAROLINA","SABANA ABAJO",,,,"URB","EDUARDO J SALDANA",,"C-10",,"CALLE","RODRIGUEZ EMMA",,"983","PR","247201","265264","18.4225","-65.9866","(18.4225, -65.9866)"
"222520","CAROLINA","SABANA ABAJO",,,,"URB","EDUARDO J SALDANA",,"C-6",,"CALLE","RODRIGUEZ EMMA",,"983","PR","247161","265253","18.4224","-65.9869","(18.4224, -65.9869)"
"222470","CAROLINA","CEDRO",,,,"SECT"," ",," ",,"CARR","185 KM 13.4",,"985","PR","254541","249984","18.2842","-65.9175","(18.2842, -65.9175)"
"222313","CAROLINA","SABANA ABAJO",,,,"URB","EDUARDO J SALDANA",,"C-48",,"CALLE","ROBLES",,"983","PR","247192","265214","18.422","-65.9867","(18.422, -65.9867)"
"222228","CAROLINA","SABANA ABAJO",,,,"URB","EDUARDO J SALDANA",,"C-43",,"CALLE","ROBLES",,"983","PR","247240","265226","18.4221","-65.9862","(18.4221, -65.9862)"
"223121","CAROLINA","SABANA ABAJO",,,,"URB","CASTELLANA GARDENS",,"G-2",,"CALLE","7",,"983","PR","247915","264886","18.419","-65.9798","(18.419, -65.9798)"
"223070","CAROLINA","SABANA ABAJO",,,,"URB","CASTELLANA GARDENS",,"G-7",,"CALLE","7",,"983","PR","247903","264954","18.4196","-65.9799","(18.4196, -65.9799)"
"222926","CAROLINA","SABANA ABAJO",,,,"URB","CASTELLANA GARDENS",,"G-18",,"CALLE","8",,"983","PR","247878","265104","18.421","-65.9802","(18.421, -65.9802)"
"222866","CAROLINA","SABANA ABAJO",,,,"URB","CASTELLANA GARDENS",,"G-23",,"CALLE","9",,"983","PR","247868","265166","18.4216","-65.9802","(18.4216, -65.9802)"
"222855","CAROLINA","SABANA ABAJO",,,,"URB","CASTELLANA GARDENS",,"G-24",,"CALLE","9",,"983","PR","247860","265183","18.4217","-65.9803","(18.4217, -65.9803)"
"222754","CAROLINA","SABANA ABAJO",,,,"URB","EDUARDO J SALDANA",,"C-24",,"CALLE","RODRIGUEZ EMMA",,"983","PR","247340","265294","18.4227","-65.9852","(18.4227, -65.9852)"
"222700","CAROLINA","MARTIN GONZALEZ",,,,"URB","VILLAS DEL SOL",,"314",,"CALLE","TORREMOLINOS",,"985","PR","249370","261274","18.3864","-65.9661","(18.3864, -65.9661)"
"222639","CAROLINA","CANOVANILLAS",,,,"URB","CIUDAD JARD",,"133",,"CALLE","AZUCENA",,"987","PR","253338","259917","18.374","-65.9286","(18.374, -65.9286)"
"224160","CAROLINA","TRUJILLO BAJO",,,,"URB","MANS DE CAROLINA",,"UU-14",,"CALLE","YUNQUESITO",,"987","PR","252274","259465","18.37","-65.9387","(18.37, -65.9387)"
"224159","CAROLINA","MARTIN GONZALEZ",,,,"URB","METROPOLIS 3RA SECC",,"2P-24",,"CALLE","41",,"987","PR","247478","258796","18.364","-65.9841","(18.364, -65.9841)"
"224178","CAROLINA","TRUJILLO BAJO",,,,"URB","MANS DE CAROLINA",,"UU-15",,"CALLE","YUNQUESITO",,"987","PR","252283","259459","18.3699","-65.9386","(18.3699, -65.9386)"
"224219","CAROLINA","MARTIN GONZALEZ",,,,"URB","EST DE SAN FERNANDO",,"G-14",,"CALLE","9",,"985","PR","248938","261432","18.3878","-65.9702","(18.3878, -65.9702)"
"224223","CAROLINA","MARTIN GONZALEZ",,,,"URB","METROPOLIS 3RA SECC",,"2P-23",,"CALLE","41",,"987","PR","247473","258806","18.3641","-65.9841","(18.3641, -65.9841)"
"88271","CAROLINA","SABANA ABAJO",,,,"URB","VISTAMAR",,"X-1166",,"AVE","PONTEZUELA",,"983","PR","248240","265830","18.4276","-65.9767","(18.4276, -65.9767)"
"88216","CAROLINA","SABANA ABAJO",,,,"URB","VILLA FONTANA",,"4DN-20",,"CALLE","VIA 30",,"983","PR","248776","262560","18.398","-65.9717","(18.398, -65.9717)"
"88211","CAROLINA","CANGREJO ARRIBA",,,,"URB","LOS ANGELES",,"86",,"CALLE","PERSEO",,"979","PR","245195","266116","18.4302","-66.0055","(18.4302, -66.0055)"
"88169","CAROLINA","SABANA ABAJO",,,,"URB","VILLA FONTANA",,"4DN-13",,"CALLE","VIA FABIANA",,"983","PR","248754","262655","18.3989","-65.9719","(18.3989, -65.9719)"
"88163","CAROLINA","SABANA ABAJO",,,,"URB","COUNTRY CLUB",,"JK-18",,"CALLE","241",,"983","PR","247217","263897","18.4101","-65.9864","(18.4101, -65.9864)"
"86844","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA 3RA SECC",,"103-5",,"CALLE","105",,"985","PR","250318","263378","18.4054","-65.9571","(18.4054, -65.9571)"
"86834","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA 3RA SECC",,"103-4",,"CALLE","105",,"985","PR","250316","263388","18.4055","-65.9571","(18.4055, -65.9571)"
"87104","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA 3RA SECC",,"122A-16",,"CALLE","A",,"985","PR","249908","262021","18.3931","-65.961","(18.3931, -65.961)"
"82226","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA",,"168-2",,"CALLE","401",,"985","PR","250164","263552","18.4069","-65.9586","(18.4069, -65.9586)"
"82233","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA",,"167-1",,"CALLE","401",,"985","PR","250126","263542","18.4068","-65.9589","(18.4068, -65.9589)"
"82309","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA",,"167-6",,"CALLE","401",,"985","PR","250134","263623","18.4076","-65.9588","(18.4076, -65.9588)"
"82289","CAROLINA","TRUJILLO BAJO",,,,"URB","LOMAS DE CAROLINA",,"S-10",,"CALLE","CERRO LA SANTA",,"987","PR","251684","259477","18.3701","-65.9443","(18.3701, -65.9443)"
"82328","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA",,"167-9",,"CALLE","401",,"985","PR","250130","263661","18.4079","-65.9589","(18.4079, -65.9589)"
"82360","CAROLINA","TRUJILLO BAJO",,,,"URB","LOMAS DE CAROLINA",,"S-1",,"CALLE","CERRO TAITA",,"987","PR","251655","259439","18.3697","-65.9446","(18.3697, -65.9446)"
"82530","CAROLINA","SAN ANTON",,,," "," ",,"23-D",,"CALLE","7",,"976","PR","246680","260542","18.3798179","-65.9916079","(18.3798179, -65.9916079)"
"82475","CAROLINA","SAN ANTON",,,," "," ",,"23",,"CALLE","7",,"976","PR","246658","260540","18.3797992","-65.9918082","(18.3797992, -65.9918082)"
"82472","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA",,"173-26",,"CALLE","401",,"985","PR","250199","263761","18.4088","-65.9582","(18.4088, -65.9582)"
"82453","CAROLINA","TRUJILLO BAJO",,,,"URB","LOMAS DE CAROLINA",,"Q-13",,"CALLE","CERRO MORALES",,"987","PR","251658","259541","18.3707","-65.9445","(18.3707, -65.9445)"
"82448","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA",,"173-28",,"CALLE","401",,"985","PR","250175","263759","18.4088","-65.9585","(18.4088, -65.9585)"
"82435","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA 4TA SECC",,"167-15",,"CALLE","401",,"985","PR","250127","263744","18.4087","-65.9589","(18.4087, -65.9589)"
"82599","CAROLINA","SAN ANTON",,,," "," ",,"25",,"CALLE","7",,"976","PR","246703","260475","18.37921","-65.9913911","(18.37921, -65.9913911)"
"82598","CAROLINA","TRUJILLO BAJO",,,,"URB","LOMAS DE CAROLINA",,"T-1",,"CALLE","LA TORRECILLA",,"987","PR","251594","259425","18.3696","-65.9451","(18.3696, -65.9451)"
"82591","CAROLINA","SAN ANTON",,,," "," ",,"25",,"CALLE","7",,"976","PR","246718","260478","18.379241","-65.9912493","(18.379241, -65.9912493)"
"82579","CAROLINA","TRUJILLO BAJO",,,,"URB","LOMAS DE CAROLINA",,"T-12",,"CALLE","CERRO TAITA",,"987","PR","251615","259497","18.3703","-65.9449","(18.3703, -65.9449)"
"109886","CAROLINA","MARTIN GONZALEZ",,,,"URB","JOSE SEVERO QUINONES",,"728",,"CALLE","QUIONES",,"985","PR","250207","261189","18.3856","-65.9582","(18.3856, -65.9582)"
"109980","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA 3RA SECC",,"107-4",,"CALLE","100",,"985","PR","249676","262916","18.4012","-65.9632","(18.4012, -65.9632)"
"109997","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA 3RA SECC",,"107-5",,"CALLE","100",,"985","PR","249689","262925","18.4013","-65.9631","(18.4013, -65.9631)"
"109922","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA 3RA SECC",,"132-35",,"CALLE","100",,"985","PR","249608","262922","18.4012","-65.9638","(18.4012, -65.9638)"
"109909","CAROLINA","SAN ANTON",,,,"URB","VILLAS DE SAN ANTON",,"H-11",,"CALLE","LUIS VIGO",,"987","PR","247472","261370","18.3873","-65.9841","(18.3873, -65.9841)"
"110075","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA 3RA SECC",,"107-11",,"CALLE","100",,"985","PR","249772","262919","18.4012","-65.9623","(18.4012, -65.9623)"
"110072","CAROLINA","PUEBLO",,,,"SECT"," ",,"104",,"CALLE","MUOZ RIVERA",,"985","PR","250337","260855","18.3826","-65.957","(18.3826, -65.957)"
"110116","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA 3RA SECC",,"107-14",,"AVE","CENTRAL BLVD",,"985","PR","249745","262893","18.401","-65.9625","(18.401, -65.9625)"
"110114","CAROLINA","MARTIN GONZALEZ",,,,"URB","JOSE SEVERO QUINONES",,"1",,"CALLE","JOSE DE DIEGO",,"985","PR","250216","261073","18.3845","-65.9581","(18.3845, -65.9581)"
"110067","CAROLINA","MARTIN GONZALEZ",,,,"URB","JOSE SEVERO QUINONES",,"5",,"CALLE","JOSE DE DIEGO",,"985","PR","250208","261097","18.3848","-65.9582","(18.3848, -65.9582)"
"110064","CAROLINA","CANOVANILLAS",,,,"URB","PARQ ECUESTRE",,"D-17",,"CALLE","CANARIO",,"987","PR","253588","259534","18.3705","-65.9263","(18.3705, -65.9263)"
"110054","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA 3RA SECC",,"107-10",,"CALLE","100",,"985","PR","249758","262920","18.4012","-65.9624","(18.4012, -65.9624)"
"110041","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA 3RA SECC",,"107-9",,"CALLE","100",,"985","PR","249744","262926","18.4013","-65.9626","(18.4013, -65.9626)"
"111338","CAROLINA","SABANA ABAJO",,,,"URB","VISTAMAR",,"J-677",,"AVE","GALICIA",,"983","PR","248021","265828","18.4275","-65.9788","(18.4275, -65.9788)"
"111331","CAROLINA","SABANA ABAJO",,,,"URB","VISTAMAR",,"J-681",,"AVE","GALICIA",,"983","PR","248013","265883","18.428","-65.9789","(18.428, -65.9789)"
"111313","CAROLINA","SABANA ABAJO",,,,"URB","VISTAMAR",,"J-683",,"CALLE","SANTANDER",,"983","PR","247975","265888","18.4281","-65.9792","(18.4281, -65.9792)"
"111291","CAROLINA","SABANA ABAJO",,,,"URB","VALLE ARRIBA HEIGHT",,"D-14",,"CALLE","CEDRO",,"983","PR","249130","264019","18.4112","-65.9683","(18.4112, -65.9683)"
"111257","CAROLINA","SABANA ABAJO",,,,"URB","COUNTRY CLUB",,"PB-47",,"CALLE","246",,"982","PR","246825","264299","18.4138","-65.9901","(18.4138, -65.9901)"
"111232","CAROLINA","SABANA ABAJO",,,,"URB","VALLE ARRIBA HEIGHT",,"D-10",,"CALLE","CEDRO",,"983","PR","249078","264014","18.4111","-65.9688","(18.4111, -65.9688)"
"111223","CAROLINA","SABANA ABAJO",,,,"URB","VISTAMAR",,"J-690",,"CALLE","SEGOVIA",,"983","PR","247950","265833","18.4276","-65.9795","(18.4276, -65.9795)"
"111218","CAROLINA","CEDRO",,,," "," ",," ",,"CARR","185 KM 13.1",,"985","PR","254222","250612","18.2899244","-65.9204974","(18.2899244, -65.9204974)"
"111214","CAROLINA","SABANA ABAJO",,,,"URB","VISTAMAR",,"J-691",,"CALLE","SEGOVIA",,"983","PR","247935","265832","18.4276","-65.9796","(18.4276, -65.9796)"
"111207","CAROLINA","SABANA ABAJO",,,,"URB","COUNTRY CLUB",,"PB-42",,"CALLE","220",,"982","PR","246781","264254","18.4133","-65.9906","(18.4133, -65.9906)"
"338795","SAN JUAN","SANTURCE",,,,"SECT"," ",,"955",,"CALLE","VERDEJO",,"907","PR","237315","267873","18.4462","-66.0801","(18.4462, -66.0801)"
"336075","SAN JUAN","SANTURCE",,,,"SECT"," ",,"617",,"CALLE","ARECIBO",,"907","PR","236643","268900","18.4555","-66.0864","(18.4555, -66.0864)"
"335529","SAN JUAN","SANTURCE",,,,"SECT"," ",,"1062",,"CALLE","LA ROSA",,"907","PR","237391","267822","18.4458","-66.0794","(18.4458, -66.0794)"
"335351","SAN JUAN","SANTURCE",,,,"SECT"," ",,"969",,"CALLE","VERDEJO",,"907","PR","237310","267790","18.4455","-66.0801","(18.4455, -66.0801)"
"335240","SAN JUAN","SANTURCE",,,,"SECT"," ",,"964",,"CALLE","VERDEJO",,"907","PR","237291","267800","18.4456","-66.0803","(18.4456, -66.0803)"
"332017","SAN JUAN","SANTURCE",,,,"SECT"," ",,"1006",,"CALLE","LA ROSA",,"907","PR","237198","267859","18.4461","-66.0812","(18.4461, -66.0812)"
"327608","SAN JUAN","SANTURCE",,,,"SECT"," ",,"955",,"CALLE","CERRA ANDINO",,"907","PR","237215","267894","18.4464","-66.081","(18.4464, -66.081)"
"328013","SAN JUAN","SANTURCE",,,,"SECT"," ",,"320",,"CALLE","LAGUNA",,"915","PR","240958","267390","18.4418","-66.0456","(18.4418, -66.0456)"
"325077","SAN JUAN","SANTURCE",,,,"SECT"," ",,"115",,"CALLE","JEFFERSON",,"911","PR","239571.1066","268352.6385",,,
"321082","SAN JUAN","SANTURCE",,,,"SECT"," ",,"249",,"CALLE","PESANTE",,"912","PR","239408","267829","18.4458","-66.0603","(18.4458, -66.0603)"
"321056","SAN JUAN","SANTURCE",,,,"SECT"," ",,"259",,"CALLE","PESANTE",,"912","PR","239398","267779","18.4453","-66.0604","(18.4453, -66.0604)"
"320150","SAN JUAN","SANTURCE",,,,"SECT"," ",,"909",,"CALLE","ARUZ",,"909","PR","238435","267343","18.4414","-66.0695","(18.4414, -66.0695)"
"415833","SAN JUAN","SANTURCE",,,,"SECT"," ",,"367",,"CALLE","BOLIVAR",,"912","PR","238927","267784","18.4454","-66.0648","(18.4454, -66.0648)"
"415956","SAN JUAN","SANTURCE",,,,"SECT"," ",,"356",,"CALLE","SALDAA",,"912","PR","239000","267768","18.4453","-66.0641","(18.4453, -66.0641)"
"410799","SAN JUAN","SANTURCE",,,,"SECT"," ",,"113",,"CALLE","CASTRO VIAS",,"911","PR","239901","268329","18.4503","-66.0556","(18.4503, -66.0556)"
"406811","SAN JUAN","SANTURCE",,,,"SECT"," ",,"663",,"CALLE","ESTADO",,"907","PR","236950","268624","18.453","-66.0835","(18.453, -66.0835)"
"406517","SAN JUAN","SANTURCE",,,,"SECT"," ",,"1976",,"CALLE","ESQUILIN",,"912","PR","239869","267964","18.447","-66.0559","(18.447, -66.0559)"
"406489","SAN JUAN","SANTURCE",,,,"SECT"," ",,"1972",,"CALLE","ESQUILIN",,"912","PR","239841","267969","18.4471","-66.0562","(18.4471, -66.0562)"
"406457","SAN JUAN","SANTURCE",,,,"SECT"," ",,"1962",,"CALLE","ESQUILIN",,"912","PR","239788","267978","18.4471","-66.0567","(18.4471, -66.0567)"
"406450","SAN JUAN","SANTURCE",,,,"SECT"," ",,"705",,"CALLE","ESTADO",,"907","PR","236901","268508","18.452","-66.084","(18.452, -66.084)"
"406273","SAN JUAN","SANTURCE",,,,"SECT"," ",,"164",,"CALLE","CASTRO VIAS",,"911","PR","239869","268121","18.4484","-66.0559","(18.4484, -66.0559)"
"406414","SAN JUAN","SANTURCE",,,,"SECT"," ",,"1958",,"CALLE","ESQUILIN",,"912","PR","239769","267981","18.4472","-66.0569","(18.4472, -66.0569)"
"404099","SAN JUAN","SANTURCE",,,,"SECT"," ",,"108",,"CALLE","CASTRO VIAS",,"911","PR","239883","268342","18.4504","-66.0558","(18.4504, -66.0558)"
"403681","SAN JUAN","SANTURCE",,,,"SECT"," ",,"125",,"CALLE","MARIA MOCZO",,"911","PR","239855","268266","18.4497","-66.056","(18.4497, -66.056)"
"403543","SAN JUAN","SANTURCE",,,,"SECT"," ",,"624",,"CALLE","BRAZIL",,"915","PR","239640","266815","18.4366","-66.0581","(18.4366, -66.0581)"
"269488","CAROLINA","SABANA ABAJO",,,,"URB","JARDS DE COUNTRY CLUB",,"AF-15",,"CALLE","35",,"983","PR","248728","265862","18.4278","-65.9721","(18.4278, -65.9721)"
"269479","CAROLINA","SABANA ABAJO",,,,"URB","COUNTRY CLUB",,"MF-9",,"CALLE","482",,"982","PR","245366","264258","18.4134","-66.004","(18.4134, -66.004)"
"269597","CAROLINA","SABANA ABAJO",,,,"URB","JARDS DE COUNTRY CLUB",,"Q-9",,"CALLE","24",,"983","PR","248741","265936","18.4285","-65.972","(18.4285, -65.972)"
"269472","CAROLINA","SABANA ABAJO",,,,"URB","VILLA FONTANA",,"UL-3",,"CALLE","VIA 23",,"983","PR","248922","263197","18.4038","-65.9703","(18.4038, -65.9703)"
"269464","CAROLINA","SABANA ABAJO",,,,"URB","COUNTRY CLUB",,"MF-10",,"CALLE","482",,"982","PR","245375","264269","18.4135","-66.0039","(18.4135, -66.0039)"
"269453","CAROLINA","SABANA ABAJO",,,,"URB","VILLA FONTANA",,"UL-5",,"CALLE","VIA 23",,"983","PR","248923","263170","18.4035","-65.9703","(18.4035, -65.9703)"
"269449","CAROLINA","SABANA ABAJO",,,,"URB","COUNTRY CLUB",,"MF-12",,"CALLE","482",,"982","PR","245389","264289","18.4137","-66.0037","(18.4137, -66.0037)"
