"ps","pobl","pmb","area","compl","nro_edif","tiposecurb","urb","ste","nro","nro_apart","tipo_via","calle","sector","cod_post","pais","x","y","lat","lon","location"
"227176","CAROLINA","MARTIN GONZALEZ",,,,"URB","METROPOLIS 3RA SECC",,"2G-8-A",,"CALLE","35",,"987","PR","247728","258884","18.3648","-65.9817","(18.3648, -65.9817)"
"227170","CAROLINA","TRUJILLO BAJO",,,,"PARC"," ",,"282",,"CALLE","CLAVEL",,"987","PR","252127","259624","18.3714","-65.9401","(18.3714, -65.9401)"
"227168","CAROLINA","MARTIN GONZALEZ",,,,"URB","METROPOLIS 3RA SECC",,"2G-18",,"CALLE","35",,"987","PR","247718","258880","18.3648","-65.9818","(18.3648, -65.9818)"
"226113","CAROLINA","SABANA ABAJO",,,,"URB","CASTELLANA GARDENS",,"C-2",,"CALLE","2",,"983","PR","247939","264989","18.42","-65.9796","(18.42, -65.9796)"
"226097","CAROLINA","MARTIN GONZALEZ",,,,"URB","PASEO DEL PRADO",,"112",,"CALLE","ALBORADA",,"985","PR","248411","261140","18.3852","-65.9752","(18.3852, -65.9752)"
"226090","CAROLINA","MARTIN GONZALEZ",,,,"URB","PASEO DEL PRADO",,"127",,"CALLE","ALBORADA",,"985","PR","248407","261105","18.3849","-65.9752","(18.3849, -65.9752)"
"226085","CAROLINA","MARTIN GONZALEZ",,,,"URB","PASEO DEL PRADO",,"118",,"CALLE","ALBORADA",,"985","PR","248368","261215","18.3859","-65.9756","(18.3859, -65.9756)"
"227183","CAROLINA","MARTIN GONZALEZ",,,,"URB","METROPOLIS 3RA SECC",,"2G-19",,"CALLE","35",,"987","PR","247740","258890","18.3649","-65.9816","(18.3649, -65.9816)"
"227207","CAROLINA","TRUJILLO BAJO",,,,"PARC"," ",,"280-A",,"CALLE","CLAVEL",,"987","PR","252156","259602","18.3712","-65.9398","(18.3712, -65.9398)"
"227195","CAROLINA","MARTIN GONZALEZ",,,,"URB","METROPOLIS 3RA SECC",,"2G-20",,"CALLE","35",,"987","PR","247752","258898","18.3649","-65.9815","(18.3649, -65.9815)"
"82974","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA 3RA SECC",,"100-7",,"CALLE","102",,"985","PR","250109","263430","18.4058","-65.9591","(18.4058, -65.9591)"
"84349","CAROLINA","SABANA ABAJO",,,,"URB","COUNTRY CLUB",,"JG-21",,"CALLE","243",,"982","PR","247168","263861","18.4098","-65.9869","(18.4098, -65.9869)"
"84342","CAROLINA","SABANA ABAJO",,,,"URB","COUNTRY CLUB",,"JG-20",,"CALLE","243",,"982","PR","247175","263850","18.4097","-65.9868","(18.4097, -65.9868)"
"84336","CAROLINA","SABANA ABAJO",,,,"URB","COUNTRY CLUB",,"JG-19",,"CALLE","241",,"982","PR","247196","263833","18.4095","-65.9866","(18.4095, -65.9866)"
"84298","CAROLINA","SABANA ABAJO",,,,"URB","VILLA FONTANA",,"4KN-5",,"CALLE","VIA FABIANA",,"983","PR","248989","262680","18.3991","-65.9697","(18.3991, -65.9697)"
"84272","CAROLINA","SABANA ABAJO",,,,"URB","JARDS DE COUNTRY CLUB",,"CY-3",,"CALLE","163",,"983","PR","248894","265164","18.4215","-65.9705","(18.4215, -65.9705)"
"84242","CAROLINA","SABANA ABAJO",,,,"URB","JARDS DE COUNTRY CLUB",,"CX-6",,"CALLE","163",,"983","PR","248892","265202","18.4219","-65.9706","(18.4219, -65.9706)"
"84238","CAROLINA","CANGREJO ARRIBA",,,,"URB","LOS ANGELES",,"21",,"CALLE","SAGITARIO",,"979","PR","245278","266202","18.431","-66.0047","(18.431, -66.0047)"
"84399","CAROLINA","SABANA ABAJO",,,,"URB","COUNTRY CLUB",,"JG-25",,"CALLE","243",,"982","PR","247133","263907","18.4102","-65.9872","(18.4102, -65.9872)"
"84224","CAROLINA","SABANA ABAJO",,,,"URB","JARDS DE COUNTRY CLUB",,"CY-7",,"CALLE","163",,"983","PR","248888","265219","18.422","-65.9706","(18.422, -65.9706)"
"84216","CAROLINA","SABANA ABAJO",,,,"URB","JARDS DE COUNTRY CLUB",,"CY-9",,"CALLE","163",,"983","PR","248886","265245","18.4223","-65.9706","(18.4223, -65.9706)"
"84164","CAROLINA","SABANA ABAJO",,,,"URB","COUNTRY CLUB",,"JG-7",,"CALLE","232",,"982","PR","247111","263943","18.4105","-65.9874","(18.4105, -65.9874)"
"84135","CAROLINA","SABANA ABAJO",,,,"URB","JARDS DE COUNTRY CLUB",,"CX-17",,"CALLE","163",,"983","PR","248863","265296","18.4227","-65.9708","(18.4227, -65.9708)"
"83112","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA 3RA SECC",,"100-9",,"CALLE","102",,"985","PR","250118","263455","18.4061","-65.959","(18.4061, -65.959)"
"83070","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA 3RA SECC",,"122-1",,"CALLE","64",,"985","PR","249712","262066","18.3935","-65.9629","(18.3935, -65.9629)"
"84835","CAROLINA","SABANA ABAJO",,,,"URB","JARDS DE COUNTRY CLUB",,"CZ-11",,"CALLE","126",,"983","PR","248918","265113","18.4211","-65.9703","(18.4211, -65.9703)"
"84818","CAROLINA","SABANA ABAJO",,,,"URB","COUNTRY CLUB",,"JJ-5",,"CALLE","243",,"982","PR","247160","263835","18.4096","-65.987","(18.4096, -65.987)"
"84808","CAROLINA","SABANA ABAJO",,,,"URB","COUNTRY CLUB",,"JJ-3",,"CALLE","243",,"982","PR","247143","263860","18.4098","-65.9871","(18.4098, -65.9871)"
"84673","CAROLINA","SABANA ABAJO",,,,"URB","VILLA FONTANA",,"4BN-4",,"CALLE","VIA 31",,"983","PR","248680","262577","18.3982","-65.9726","(18.3982, -65.9726)"
"84671","CAROLINA","SABANA ABAJO",,,,"URB","VILLA FONTANA",,"4-BN-3",,"CALLE","VIA 31",,"983","PR","248680","262562","18.398","-65.9726","(18.398, -65.9726)"
"84665","CAROLINA","SABANA ABAJO",,,,"URB","JARDS DE COUNTRY CLUB",,"DA-19",,"CALLE","167",,"983","PR","248991","265177","18.4216","-65.9696","(18.4216, -65.9696)"
"84662","CAROLINA","SABANA ABAJO",,,,"URB","JARDS DE COUNTRY CLUB",,"DA-20",,"CALLE","167",,"983","PR","248993","265160","18.4215","-65.9696","(18.4215, -65.9696)"
"84656","CAROLINA","SABANA ABAJO",,,,"URB","VILLA FONTANA",,"4BN-31",,"CALLE","VIA 31",,"983","PR","248714","262568","18.3981","-65.9723","(18.3981, -65.9723)"
"84973","CAROLINA","SABANA ABAJO",,,,"URB","COUNTRY CLUB",,"JK-2",,"CALLE","241",,"983","PR","247116","263754","18.4088","-65.9874","(18.4088, -65.9874)"
"474005","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA",,"163-9",,"CALLE","421",,"985","PR","249524","263985","18.4109","-65.9646","(18.4109, -65.9646)"
"473979","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA 3RA SECC",,"109-3",,"CALLE","81",,"985","PR","249527","262756","18.3998","-65.9646","(18.3998, -65.9646)"
"473961","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA 3RA SECC",,"109-1",,"CALLE","81",,"985","PR","249502","262754","18.3997","-65.9648","(18.3997, -65.9648)"
"473948","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA",,"163-5",,"CALLE","419",,"985","PR","249535","264019","18.4112","-65.9645","(18.4112, -65.9645)"
"473908","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA",,"163-4",,"CALLE","419",,"985","PR","249519","264021","18.4112","-65.9647","(18.4112, -65.9647)"
"473891","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA",,"163-3",,"CALLE","419",,"985","PR","249510","264024","18.4112","-65.9647","(18.4112, -65.9647)"
"473732","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA 3RA SECC",,"109-29",,"CALLE","82",,"985","PR","249604","262798","18.4001","-65.9639","(18.4001, -65.9639)"
"473669","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA 3RA SECC",,"109-28",,"CALLE","82",,"985","PR","249617","262799","18.4001","-65.9638","(18.4001, -65.9638)"
"473275","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA 3RA SECC",,"108-44",,"CALLE","82",,"985","PR","249748","262823","18.4004","-65.9625","(18.4004, -65.9625)"
"473204","CAROLINA","BUENA VISTA",,,,"URB","VILLA ESPERANZA",,"B-94",,"CALLE","IGLESIA",,"985","PR","251050","261991","18.3928","-65.9502","(18.3928, -65.9502)"
"473198","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA 3RA SECC",,"108-42",,"CALLE","82",,"985","PR","249720","262825","18.4004","-65.9628","(18.4004, -65.9628)"
"473173","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA 3RA SECC",,"108-40",,"CALLE","82",,"985","PR","249694","262823","18.4004","-65.963","(18.4004, -65.963)"
"473139","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA 3RA SECC",,"108-38",,"CALLE","82",,"985","PR","249665","262821","18.4003","-65.9633","(18.4003, -65.9633)"
"470972","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA 3RA SECC",,"108-34",,"CALLE","82",,"985","PR","249610","262820","18.4003","-65.9638","(18.4003, -65.9638)"
"470968","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA 3RA SECC",,"108-33",,"CALLE","82",,"985","PR","249595","262819","18.4003","-65.964","(18.4003, -65.964)"
"470943","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA 3RA SECC",,"108-29",,"CALLE","82",,"985","PR","249540","262816","18.4003","-65.9645","(18.4003, -65.9645)"
"470680","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA 3RA SECC",,"108-18",,"AVE","CENTRAL BLVD",,"985","PR","249538","262857","18.4007","-65.9645","(18.4007, -65.9645)"
"470675","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA 3RA SECC",,"108-17",,"AVE","CENTRAL BLVD",,"985","PR","249551","262860","18.4007","-65.9644","(18.4007, -65.9644)"
"470533","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA 3RA SECC",,"108-16",,"AVE","CENTRAL BLVD",,"985","PR","249567","262857","18.4007","-65.9642","(18.4007, -65.9642)"
"470451","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA 3RA SECC",,"108-10",,"AVE","CENTRAL BLVD",,"985","PR","249649","262861","18.4007","-65.9634","(18.4007, -65.9634)"
"470440","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA 3RA SECC",,"108-9",,"AVE","CENTRAL BLVD",,"985","PR","249665","262858","18.4007","-65.9633","(18.4007, -65.9633)"
"470388","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA 3RA SECC",,"108-5",,"AVE","CENTRAL BLVD",,"985","PR","249720","262864","18.4007","-65.9628","(18.4007, -65.9628)"
"470307","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA 3RA SECC",,"108-2",,"AVE","CENTRAL BLVD",,"985","PR","249760","262865","18.4007","-65.9624","(18.4007, -65.9624)"
"146085","CAROLINA","MARTIN GONZALEZ",,,,"URB","VILLA CAROLINA 1RA SECC",,"A-5",,"CALLE","1",,"985","PR","249730","260844","18.3825","-65.9627","(18.3825, -65.9627)"
"146056","CAROLINA","MARTIN GONZALEZ",,,,"URB","ROLLING HILLS",,"U-411",,"CALLE","NICARAGUA",,"987","PR","247694","260760","18.3818","-65.982","(18.3818, -65.982)"
"146930","CAROLINA","SABANA ABAJO",,,,"URB","JARDS DE COUNTRY CLUB",,"BT-5",,"CALLE","123",,"983","PR","248492","265101","18.421","-65.9743","(18.421, -65.9743)"
"146911","CAROLINA","SABANA ABAJO",,,,"URB","VALLE ARRIBA HEIGHT",,"AH-8",,"CALLE","PINO",,"983","PR","248805","263745","18.4087","-65.9714","(18.4087, -65.9714)"
"146876","CAROLINA","CANOVANILLAS",,,,"URB","LOS COLOBOS PARK",,"FF-23",,"CALLE","LOS ALMENDROS",,"987","PR","253968","258880","18.3646","-65.9227","(18.3646, -65.9227)"
"146830","CAROLINA","SABANA ABAJO",,,,"URB","VALLE ARRIBA HEIGHT",,"AG-8",,"CALLE","PINO",,"983","PR","248827","263734","18.4086","-65.9712","(18.4086, -65.9712)"
"146826","CAROLINA","SABANA ABAJO",,,,"URB","EL COMANDANTE",,"709",,"CALLE","CALAIS",,"982","PR","247518","262724","18.3995","-65.9836","(18.3995, -65.9836)"
"146772","CAROLINA","SABANA ABAJO",,,,"URB","EL COMANDANTE",,"707",,"CALLE","CALAIS",,"982","PR","247509","262751","18.3998","-65.9837","(18.3998, -65.9837)"
"146755","CAROLINA","SABANA ABAJO",,,,"URB","JARDS DE COUNTRY CLUB",,"BT-15",,"CALLE","123",,"983","PR","248482","265212","18.422","-65.9744","(18.422, -65.9744)"
"146733","CAROLINA","SABANA ABAJO",,,,"URB","EL COMANDANTE",,"690",,"CALLE","PRINCESA",,"982","PR","247489","262729","18.3996","-65.9839","(18.3996, -65.9839)"
"146532","CAROLINA","SABANA ABAJO",,,,"URB","VALLE ARRIBA HEIGHT",,"AF-11",,"CALLE","NISPERO",,"983","PR","248895","263787","18.4091","-65.9706","(18.4091, -65.9706)"
"146519","CAROLINA","SABANA ABAJO",,,,"URB","VALLE ARRIBA HEIGHT",,"AF-8",,"CALLE","NISPERO",,"983","PR","248890","263735","18.4086","-65.9706","(18.4086, -65.9706)"
"146508","CAROLINA","SABANA ABAJO",,,,"URB","JARDS DE COUNTRY CLUB",,"BS-3",,"CALLE","121",,"983","PR","248435","265078","18.4208","-65.9749","(18.4208, -65.9749)"
"146491","CAROLINA","SABANA ABAJO",,,,"URB","JARDS DE COUNTRY CLUB",,"BS-4",,"CALLE","121",,"983","PR","248435","265088","18.4208","-65.9749","(18.4208, -65.9749)"
"146472","CAROLINA","SABANA ABAJO",,,,"URB","JARDS DE COUNTRY CLUB",,"BS-9",,"CALLE","121",,"983","PR","248429","265151","18.4214","-65.9749","(18.4214, -65.9749)"
"146454","CAROLINA","SABANA ABAJO",,,,"URB","JARDS DE COUNTRY CLUB",,"BS-11",,"CALLE","121",,"983","PR","248427","265181","18.4217","-65.975","(18.4217, -65.975)"
"146446","CAROLINA","SABANA ABAJO",,,,"URB","JARDS DE COUNTRY CLUB",,"BS-12",,"CALLE","121",,"983","PR","248427","265194","18.4218","-65.975","(18.4218, -65.975)"
"146422","CAROLINA","SABANA ABAJO",,,,"URB","VALLE ARRIBA HEIGHT",,"X-8",,"CALLE","YAGRUMO",,"983","PR","248937","263603","18.4074","-65.9702","(18.4074, -65.9702)"
"146407","CAROLINA","SABANA ABAJO",,,,"URB","VALLE ARRIBA HEIGHT",,"X-6",,"CALLE","YAGRUMO",,"983","PR","248970","263595","18.4074","-65.9699","(18.4074, -65.9699)"
"146403","CAROLINA","SABANA ABAJO",,,,"URB","JARDS DE COUNTRY CLUB",,"BR-17",,"CALLE","119",,"983","PR","248369","265190","18.4218","-65.9755","(18.4218, -65.9755)"
"146865","CAROLINA","SABANA ABAJO",,,,"URB","JARDS DE COUNTRY CLUB",,"BT-7",,"CALLE","123",,"983","PR","248489","265122","18.4212","-65.9744","(18.4212, -65.9744)"
"146636","CAROLINA","SABANA ABAJO",,,,"URB","VALLE ARRIBA HEIGHT",,"AG-14",,"CALLE","NISPERO",,"983","PR","248870","263720","18.4085","-65.9708","(18.4085, -65.9708)"
"146578","CAROLINA","SABANA ABAJO",,,,"URB","JARDS DE COUNTRY CLUB",,"BS-26",,"CALLE","123",,"983","PR","248473","265083","18.4208","-65.9745","(18.4208, -65.9745)"
"111202","CAROLINA","SABANA ABAJO",,,,"URB","COUNTRY CLUB",,"PB-41",,"CALLE","220",,"982","PR","246766","264251","18.4133","-65.9907","(18.4133, -65.9907)"
"111177","CAROLINA","SABANA ABAJO",,,,"URB","VISTAMAR",,"J-693",,"CALLE","SEGOVIA",,"983","PR","247909","265827","18.4275","-65.9798","(18.4275, -65.9798)"
"111168","CAROLINA","SABANA ABAJO",,,,"URB","VISTAMAR",,"J-694",,"CALLE","SEGOVIA",,"983","PR","247896","265825","18.4275","-65.98","(18.4275, -65.98)"
"111160","CAROLINA","SABANA ABAJO",,,,"URB","VALLE ARRIBA HEIGHT",,"D-8",,"CALLE","CEDRO",,"983","PR","249049","264034","18.4113","-65.9691","(18.4113, -65.9691)"
"109197","CAROLINA","CANOVANILLAS",,,,"URB","PARQ ECUESTRE",,"D-42",,"CALLE","AGUILA",,"987","PR","253382","259388","18.3692","-65.9282","(18.3692, -65.9282)"
"109179","CAROLINA","SAN ANTON",,,,"URB","PASEO DE LA ALHAMBRA",,"17",,"CALLE","CORDOVA",,"987","PR","247513","261674","18.39","-65.9837","(18.39, -65.9837)"
"109167","CAROLINA","SAN ANTON",,,,"URB","PASEO DE LA ALHAMBRA",,"13",,"CALLE","CORDOVA",,"987","PR","247536","261653","18.3898","-65.9835","(18.3898, -65.9835)"
"109165","CAROLINA","SAN ANTON",,,,"URB","PASEO DE LA ALHAMBRA",,"12",,"CALLE","CORDOVA",,"987","PR","247522","261647","18.3898","-65.9836","(18.3898, -65.9836)"
"109148","CAROLINA","SAN ANTON",,,,"URB","PASEO DE LA ALHAMBRA",,"11",,"CALLE","CORDOVA",,"987","PR","247508","261640","18.3897","-65.9837","(18.3897, -65.9837)"
"109147","CAROLINA","BUENA VISTA",,,,"URB","JARDS DE BORINQUEN",,"U-44",,"CALLE","GRANADA",,"985","PR","250708","262793","18.4001","-65.9534","(18.4001, -65.9534)"
"109132","CAROLINA","SAN ANTON",,,,"URB","PASEO DE LA ALHAMBRA",,"10",,"CALLE","CORDOVA",,"987","PR","247493","261633","18.3897","-65.9839","(18.3897, -65.9839)"
"109125","CAROLINA","SABANA ABAJO",,,,"URB","COUNTRY CLUB",,"PB-36",,"CALLE","220",,"982","PR","246698","264235","18.4132","-65.9913","(18.4132, -65.9913)"
"109104","CAROLINA","SABANA ABAJO",,,,"URB","VISTAMAR",,"J-698",,"CALLE","SEGOVIA",,"983","PR","247844","265821","18.4275","-65.9805","(18.4275, -65.9805)"
"109099","CAROLINA","SABANA ABAJO",,,,"URB","VISTAMAR",,"J-699",,"CALLE","SEGOVIA",,"983","PR","247831","265817","18.4274","-65.9806","(18.4274, -65.9806)"
"109092","CAROLINA","CANOVANILLAS",,,,"URB","PARAISO DE CAROLINA",,"B-6",,"CALLE","BESO DE MAR",,"987","PR","253177","259964","18.3744","-65.9301","(18.3744, -65.9301)"
"109227","CAROLINA","CANOVANILLAS",,,,"URB","PARQ ECUESTRE",,"D-39",,"CALLE","COLABORADOR",,"987","PR","253419","259381","18.3692","-65.9279","(18.3692, -65.9279)"
"109327","CAROLINA","BUENA VISTA",,,,"URB","JARDS DE BORINQUEN",,"U-27",,"CALLE","GRANADA",,"985","PR","250520","262715","18.3994","-65.9552","(18.3994, -65.9552)"
"109321","CAROLINA","BUENA VISTA",,,,"URB","JARDS DE BORINQUEN",,"U-28",,"CALLE","GRANADA",,"985","PR","250531","262720","18.3994","-65.9551","(18.3994, -65.9551)"
"109262","CAROLINA","SAN ANTON",,,,"URB","PASEO DE LA ALHAMBRA",,"26",,"CALLE","GENERALIFE",,"987","PR","247449","261689","18.3902","-65.9843","(18.3902, -65.9843)"
"109259","CAROLINA","BUENA VISTA",,,,"URB","JARDS DE BORINQUEN",,"U-37",,"CALLE","GRANADA",,"985","PR","250631","262760","18.3998","-65.9542","(18.3998, -65.9542)"
"109250","CAROLINA","SAN ANTON",,,,"URB","PASEO DE LA ALHAMBRA",,"25",,"CALLE","GENERALIFE",,"987","PR","247436","261683","18.3901","-65.9844","(18.3901, -65.9844)"
"109240","CAROLINA","BUENA VISTA",,,,"URB","JARDS DE BORINQUEN",,"U-39",,"CALLE","GRANADA",,"985","PR","250654","262771","18.3999","-65.9539","(18.3999, -65.9539)"
"108997","CAROLINA","SABANA ABAJO",,,,"URB","COUNTRY CLUB",,"PC-4",,"CALLE","274",,"982","PR","246648","264329","18.414","-65.9918","(18.414, -65.9918)"
"108957","CAROLINA","SABANA ABAJO",,,,"URB","COUNTRY CLUB",,"PC-8",,"CALLE","274",,"982","PR","246703","264342","18.4141","-65.9913","(18.4141, -65.9913)"
"470200","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA",,"149-11",,"CALLE","408",,"985","PR","249648","263748","18.4087","-65.9634","(18.4087, -65.9634)"
"470183","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA",,"149-14",,"CALLE","408",,"985","PR","249696","263750","18.4087","-65.963","(18.4087, -65.963)"
"470154","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA",,"149-15",,"CALLE","408",,"985","PR","249711","263751","18.4087","-65.9628","(18.4087, -65.9628)"
"466954","CAROLINA","CANOVANILLAS",,,,"URB","EST DEL PARQ",,"F-13",,"CALLE","4",,"985","PR","252994","259035","18.3661","-65.9319","(18.3661, -65.9319)"
"466939","CAROLINA","CANOVANILLAS",,,,"URB","EST DEL PARQ",,"E-10",,"CALLE","4",,"985","PR","252963","258894","18.3648","-65.9322","(18.3648, -65.9322)"
"466713","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA",,"140-2",,"CALLE","407",,"985","PR","249709","263590","18.4073","-65.9629","(18.4073, -65.9629)"
"466661","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA",,"140-1",,"CALLE","407",,"985","PR","249711","263576","18.4072","-65.9628","(18.4072, -65.9628)"
"466638","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA",,"139-20",,"CALLE","404",,"985","PR","249711","263551","18.4069","-65.9628","(18.4069, -65.9628)"
"466555","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA",,"139-24",,"CALLE","404",,"985","PR","249658","263551","18.4069","-65.9634","(18.4069, -65.9634)"
"466548","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA",,"139-2",,"CALLE","401",,"985","PR","249671","263512","18.4066","-65.9632","(18.4066, -65.9632)"
"466765","CAROLINA","CANOVANILLAS",,,,"URB","EST DEL PARQ",,"D-9",,"CALLE","3",,"985","PR","252937","258901","18.3648","-65.9324","(18.3648, -65.9324)"
"466140","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA",,"140-24",,"CALLE","411",,"985","PR","249749","263578","18.4072","-65.9625","(18.4072, -65.9625)"
"463105","CAROLINA","CARRUZOS",,,,"SECT"," ",," ",,"CARR","857 KM 9.5",,"985","PR","253736","252503","18.307","-65.925","(18.307, -65.925)"
"462995","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA",,"140-17",,"CALLE","411",,"985","PR","249744","263673","18.408","-65.9625","(18.408, -65.9625)"
"462841","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA",,"149-17",,"CALLE","413",,"985","PR","249740","263749","18.4087","-65.9626","(18.4087, -65.9626)"
"462679","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA",,"141-14",,"CALLE","411",,"985","PR","249769","263712","18.4084","-65.9623","(18.4084, -65.9623)"
"462591","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA",,"141-21",,"CALLE","411",,"985","PR","249771","263620","18.4076","-65.9623","(18.4076, -65.9623)"
"462510","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA",,"141-23",,"CALLE","411",,"985","PR","249772","263593","18.4073","-65.9623","(18.4073, -65.9623)"
"462452","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA",,"141-4",,"CALLE","409",,"985","PR","249808","263619","18.4075","-65.9619","(18.4075, -65.9619)"
"462185","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA",,"149-27",,"CALLE","413",,"985","PR","249874","263757","18.4088","-65.9613","(18.4088, -65.9613)"
"462611","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA",,"141-18",,"CALLE","411",,"985","PR","249767","263659","18.4079","-65.9623","(18.4079, -65.9623)"
"460093","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA",,"142-7",,"CALLE","409",,"985","PR","249833","263660","18.4079","-65.9617","(18.4079, -65.9617)"
"460033","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA",,"142-22",,"CALLE","412",,"985","PR","249870","263608","18.4074","-65.9613","(18.4074, -65.9613)"
"460004","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA",,"142-18",,"CALLE","412",,"985","PR","249868","263663","18.4079","-65.9614","(18.4079, -65.9614)"
"84596","CAROLINA","SABANA ABAJO",,,,"URB","MANS DE VISTAMAR MARINA",,"1412",,"CALLE","MARBELLA",,"983","PR","248208","267080","18.4389","-65.977","(18.4389, -65.977)"
"84572","CAROLINA","SABANA ABAJO",,,,"URB","VILLA FONTANA",,"4BN-22",,"CALLE","VIA 31",,"983","PR","248716","262645","18.3988","-65.9723","(18.3988, -65.9723)"
"84559","CAROLINA","SABANA ABAJO",,,,"URB","VILLA FONTANA",,"4BN-20",,"CALLE","VIA 31",,"983","PR","248718","262666","18.399","-65.9723","(18.399, -65.9723)"
"84550","CAROLINA","SABANA ABAJO",,,,"URB","VILLA FONTANA",,"4BN-19",,"CALLE","VIA 31",,"983","PR","248719","262684","18.3991","-65.9723","(18.3991, -65.9723)"
"84514","CAROLINA","SABANA ABAJO",,,,"URB","VILLA FONTANA",,"4BN-16",,"CALLE","VIA 31",,"983","PR","248720","262718","18.3994","-65.9722","(18.3994, -65.9722)"
"84496","CAROLINA","SABANA ABAJO",,,,"URB","COUNTRY CLUB",,"JG-29",,"CALLE","243",,"982","PR","247078","263897","18.4101","-65.9878","(18.4101, -65.9878)"
"84474","CAROLINA","SABANA ABAJO",,,,"URB","JARDS DE COUNTRY CLUB",,"CY-16",,"CALLE","165",,"983","PR","248923","265264","18.4224","-65.9703","(18.4224, -65.9703)"
"84435","CAROLINA","SABANA ABAJO",,,,"URB","VILLA FONTANA",,"4EN-5",,"CALLE","VIA FABIANA",,"983","PR","248791","262676","18.3991","-65.9716","(18.3991, -65.9716)"
"84374","CAROLINA","SABANA ABAJO",,,,"URB","COUNTRY CLUB",,"JG-23",,"CALLE","243",,"982","PR","247154","263885","18.41","-65.987","(18.41, -65.987)"
"82114","CAROLINA","SABANA ABAJO",,,,"URB","JARDS DE COUNTRY CLUB",,"CX-19",,"CALLE","163",,"983","PR","248866","265270","18.4225","-65.9708","(18.4225, -65.9708)"
"82111","CAROLINA","SABANA ABAJO",,,,"URB","COUNTRY CLUB",,"JG-3",,"CALLE","232",,"982","PR","247053","263930","18.4104","-65.988","(18.4104, -65.988)"
"82098","CAROLINA","SABANA ABAJO",,,,"URB","JARDS DE COUNTRY CLUB",,"CX-21",,"CALLE","163",,"983","PR","248867","265240","18.4222","-65.9708","(18.4222, -65.9708)"
"82085","CAROLINA","SABANA ABAJO",,,,"URB","COUNTRY CLUB",,"JG-52",,"CALLE","245",,"982","PR","247001","263907","18.4102","-65.9885","(18.4102, -65.9885)"
"82078","CAROLINA","SABANA ABAJO",,,,"URB","COUNTRY CLUB",,"JG-51",,"CALLE","245",,"982","PR","247004","263899","18.4101","-65.9885","(18.4101, -65.9885)"
"82142","CAROLINA","BUENA VISTA",,,,"URB","VILLA CAROLINA",,"168-8",,"CALLE","401",,"985","PR","250160","263634","18.4077","-65.9586","(18.4077, -65.9586)"
"82219","CAROLINA","TRUJILLO BAJO",,,,"URB","LOMAS DE CAROLINA",,"Q-12",,"CALLE","CERRO MORALES",,"987","PR","251671","259552","18.3708","-65.9444","(18.3708, -65.9444)"
